standardized_disease;fuzzy_tfidf_fuzzy_tfidf;list_of_diseases;corrected_list_of_diseases
penyakit kulit;penyakit infeksi kulit jaringan lunak;[];[]
penyakit kulit;penyakit kulit;[];[]
penyakit kulit;penyakit kkulit;[];[]
penyakit kulit;penyakit2 kulit;['penyakit2'];[]
penyakit kulit;penyakit kulit lain;[];[]
penyakit kulit;penyakit kulit lainnya;[];[]
penyakit kulit;penyakit kulit dengan peradangan;[];[]
penyakit kulit;penyakit kulit jaringan lunak;[];[]
penyakit kulit;penyakit dermatologik lain;['dermatologik'];['dermatologik']
penyakit kulit;penyakit kulit janggut jamur;[];[]
penyakit liver;penyakit liver;[];[]
penyakit mata;penyakit mata;[];[]
penyakit meniere;gangguan meniere;[];[]
penyakit meniere;sindrom meniere s;[];[]
penyakit meniere;penyakit meniere s;[];[]
penyakit meniere;meniere;[];[]
penyakit meniere;sindrom meniere;[];[]
penyakit meniere;sindroma meniere;[];[]
penyakit meniere;penyakit meniere;[];[]
penyakit menular seksual;penyakit menular seksual;[];[]
penyakit menular seksual;penyakit hubungan seksual;[];[]
penyakit paget;penyakit paget;[];[]
penyakit paru obstruktif kronis;penyakit2 obstruksi saluran nafas;[];[]
penyakit paru obstruktif kronis;obstruksi saluran napa;[];[]
penyakit paru obstruktif kronis;penyakit paru obstruktif kronik ppok;[];[]
penyakit paru obstruktif kronis;penyakit paru obstruktif kronik (ppok);[];[]
penyakit paru obstruktif kronis;penyakit2 paru;[];[]
penyakit paru obstruktif kronis;penyakit paru obstruktif kronis eksaserbasi akut;[];[]
penyakit paru obstruktif kronis;penyakit paru obstruktif kronik;[];[]
penyakit paru obstruktif kronis;paru obstruktif kronik;[];[]
penyakit paru obstruktif kronis;obstruksi saluran napa reversible asma;[];[]
penyakit paru obstruktif kronis;obstruksi saluran nafas;[];[]
penyakit paru obstruktif kronis;penyakit paru obstruktif kronis;[];[]
penyakit paru obstruktif kronis;obstruksi saluran nafas kronik;['obstruksi kronik'];['obstruksi kronik']
penyakit paru obstruktif kronis;penyakit paru;[];[]
penyakit pes;penyakit pes;[];[]
penyakit saluran empedu;penyakit2 kandung empedu saluran empedu;['sakit kandung empedu'];['sakit kandung empedu']
penyakit saluran pernapasan;penyakit saluran napas akut khronik;[];[]
penyakit saluran pernapasan;penyakit disebabkan oleh virus saluran nafas;[];[]
penyakit saluran pernapasan;penyakit disebabkan oleh virus saluran napas;[];[]
penyakit saluran pernapasan;pernapasan akut kronik;[];[]
penyakit saluran pernapasan;penyakit saluran pernafasan akut kronik;[];[]
penyakit saluran pernapasan;penyakit saluran napa akut kronik;[];[]
penyakit saluran pernapasan;penyakit saluran napa;[];[]
penyakit saluran pernapasan;penyakit saluran pernafasan;[];[]
penyakit saluran pernapasan;penyakit saluran nafas;[];[]
penyakit saluran pernapasan;penyakit saluran pernafasan akut;[];[]
penyakit saluran pernapasan;penyakit saluran nafas kronik;[];[]
penyakit saluran pernapasan;penyakitpenyakit saluran pernafasan akut kronis;[];[]
penyakit saluran pernapasan;penyakit saluran pernafasan kronik;[];[]
penyakit saluran pernapasan;penyakit saluran napas atas lain;[];[]
penyakit saluran pernapasan;penyakit saluran nafas akut kronik;[];[]
penyakit saluran pernapasan;penyakit saluran pernafasan kronis;[];[]
penyakit saluran pernapasan;penyakit pernapasan akut kronik;[];[]
penyakit saluran pernapasan;penyakit saluran nafas akut;[];[]
penyakit saraf;penyakit saraf;[];[]
penyakit tulang;sakit tulang;[];[]
penyempitan saluran napas;penyumbatan saluran nafas;['penyumbatan'];['penyumbatan']
penyempitan saluran napas;sumbatan saluran napas;[];[]
penyempitan saluran napas;penyempitan saluran napas;['penyempitan'];['penyempitan']
penyempitan saluran napas;penyakit penyumbatan saluran nafas;[];[]
peradangan operasi gigi;peradangan operasi gigi;[];[]
perdarahan gastrointestinal;perdarahan gastrointestinal;['profilaksis perdarahan gastrointestinal'];['profilaksis perdarahan gastrointestinal']
perdarahan saluran pencernaan;perdarahan saluran cerna atas;[];[]
perdarahan saluran pencernaan;perdarahan saluran pencernaan;[];[]
perdarahan subarachnoid;perdarahan subarachnoid;[];[]
perdarahan subarachnoid;pendarahan subarakhnoid;[];[]
periartritis;periartritis bahu;[];[]
periartritis;periarthritis;[];[]
periartritis;periartritis pinggul;[];[]
periartritis;periartritis;[];[]
perikarditis;perikarditis;[];[]
periodontitis;periodontitis;[];[]
periodontitis;priodontitis;[];[]
peritonitis;peritoditis;[];[]
peritonitis;peritonitis;[];[]
peritonitis;peritonitis radang selaput perut;[];[]
peritonitis;radang selaput perut;[];[]
perut kembung;perut kembung masuk angin;[];[]
perut kembung;peredangan perut kembung;[];[]
perut kembung;kembung masuk angin;['masuk angin', 'gejala masuk angin'];[]
perut kembung;kembung rasa tidak nyaman perut;['tidak nyaman perut'];['tidak nyaman perut']
perut kembung;perut kembung;[];[]
perut kembung;rasa kembung;[];[]
perut kembung;kembung;[];[]
perut kembung;gejala masuk angin seperti perut kembung mual;[];[]
pilek;pilek anakanak;[];[]
pilek;pilek alergi;[];[]
pilek;pilek;[];[]
pilek;pilek rinorea;[];[]
pirosis;pirosis;[];[]
pitiriasis kapitis;pitiriasis kapitis;[];[]
plak mulut;akumulasi plak rongga mulut;[];[]
pleuritis;pleuritis;[];[]
plineuritis;plineuritis;[];[]
plineuritis;b12 plineuritis neuralgia;[];[]
pneumonia;pneumonia atipik primer;[];[]
pneumonia;pneumonia saluran napa;[];[]
pneumonia;s.pneumoniae;[];[]
pneumonia;pneumonia lingkungan;[];[]
pneumonia;spneumoniae;[];[]
pneumonia;pneumonia komunitas;[];[]
pneumonia;pneumonia dr lingkungan;[];[]
pneumonia;pneumonia komuniti;[];[]
pneumonia;pneumonia akibat streptococcus;[];[]
pneumonia;pneumonia akibat lingkungan;[];[]
pneumonia;kuman h influenzae s pneumoniae;[];[]
pneumonia;pneumonia didapat dari lingkungan;[];[]
pneumonia;streptococus pneumonia;[];[]
pneumonia;pneumonia nosokomial;[];[]
pneumonia;pneumonia strep hemolitikus;[];[]
pneumonia;s  pneumoniae;[];[]
pneumonia;pneumonitis anaerob;[];[]
pneumonia;pneumonia akut;[];[]
pneumonia;pneumonia bakteri;[];[]
pneumonia;pneumonia cystitis;[];[]
pneumonia;pneumonia yang didapat dari lingkungan;[];[]
pneumonia;pneumonia faringitis;[];[]
pneumonia;s pneumoniae;[];[]
pneumonia;streptococcus pneumoniae;[];[]
pneumonia;pneumonia komunitas communityacquired pneumonia;[];[]
pneumonia;acquired pneumonia;[];[]
pneumonia;pneumonia masyarakat;[];[]
pneumonia;pneumonia;[];[]
pneumonia aspirasi;pneumonia aspirasi;[];[]
polineuritis;polineuritis;[];[]
polineuritis;polyneuritis;[];[]
polineuropati diabetik;polineuropati diabetik;[];[]
polineuropati diabetik;polineuropati diabetikum;[];[]
polip;polip;[];[]
polip hidung;polip hidung;[];[]
polip usus;polip usus besar;[];[]
polisitemia vera;polisitemia vera;[];[]
proktitis;proktitis;[];[]
prostatitis;pielitis prostatitis akut kronis;[];[]
prostatitis;prostatitis;[];[]
prostatitis;prostatitis bakteri kronis;[];[]
prostatitis;isk prostatitis;[];[]
prostatitis;prostatitis akut;[];[]
prostatitis;prostatitis bakterial kronik;[];[]
prurigo;ekzema prurigo;[];[]
prurigo;prurigo;[];[]
pruritus;pruritis ani;[];[]
pruritus;pruritis anogenital;[];[]
pruritus;pruritus di anus;[];[]
pruritus;pruritus anus;[];[]
pruritus;pruritus anogenital;[];[]
pruritus;pruritus urtikaria khronik idiopathik;[];[]
pruritus;alergi pruritis;[];[]
pruritus;pruritus pada urtikaria khronik idiopathik;[];[]
pruritus;pruritus;[];[]
pruritus;pruritis;[];[]
pruritus;pruritus atau gatalgatal pada anus dan vulvagenital external pada wanita;[];[]
pruritus;pruritus gatalgatal anus vulvagenital external wanita;[];[]
pruritus;pruritus anogential;[];[]
pruritus;urtikaria khronik idiopathik;[];[]
pruritus;pruritus alergi;[];[]
pseudohipoparatiroidisme;pseudohipoparatiroidisme;[];[]
psikosis;psikosis;[];[]
psitakosis;pittacosis;['lymphomagranuloma pittacosis'];['lymphomagranuloma pittacosis']
psitakosis;psitakosis;[];[]
psitakosis;limfogranuloma psittacosis;[];[]
psitakosis;psithachosis;[];[]
psitakosis;psittacosis;[];[]
psitakosis;lympogranulloma psittacosis;[];[]
psitakosis;limfogranuloma psitakosis;[];[]
psoriasis;psoriasis kecuali plak;[];[]
psoriasis;inflamasi psoriasis;[];[]
psoriasis;psoriasis ;[];[]
psoriasis;vulva psoriasis;[];[]
psoriasis;lesi psoriasis;[];[]
psoriasis;psoriasis;[];[]
psoriasis;psoriasis diskoid;[];[]
punggung pegal dan kaku;punggung pegal;['pegal pegal', 'pegal'];[]
pusing;pusingmigren;[];[]
pusing;kepala pusing;[];[]
pusing;pusing berhubungan dengan gangguan keseimbangan gangguan sirkulasi darah;[];[]
pusing;pusing yang berhubungan dengan gangguan keseimbangan pada gangguan sirkulasi darah;[];[]
pusing;capek pusing;['capek'];[]
pusing;pusingpusing;[];[]
pusing;pusing;[];[]
pusing;pusing vestibular;[];[]
rachitis;rachitis;[];[]
radang;radang akut;[];[]
radang;radang akut berat;[];[]
radang;peradangan;[];[]
radang;radang akut yang berat;[];[]
radang;radang akibat amandel;[];[]
radang;radang;[];[]
radang ginjal;radang pasu ginjal;[];[]
radang ginjal;radang ginjal;[];[]
radang ginjal;pielonefritis radang ginjal serentak radang pasu ginjal;[];[]
radang gusi;radang gusi;[];[]
radang hati;peradangan hati;[];[]
radang hidung;peradangan hidung;['peradangan mukosa hidung', 'peradangan akibat infeksi hidung'];['peradangan mukosa hidung', 'peradangan akibat infeksi hidung']
radang jaringan kuku;radang jaringan kuku;[];[]
radang kulit;radang kulit;[];[]
radang kulit;radang kkulit;[];[]
radang mata;radang selaput bening mata;[];[]
radang mata;peradangan selaput mata;[];[]
radang mata;penyakit radang mata;[];[]
radang mata;peradangan mata;[];[]
radang mata;gangguan radang mata;[];[]
radang mata;radang kelopak mata;[];[]
radang mata;radang mata akibat reaksi alergi;[];[]
radang mata;radang kantung air mata;[];[]
radang mata;radang selaput ikat mata;[];[]
radang mata;radang saraf mata;[];[]
radang mata;radang kornea mata;[];[]
radang mulut;radang selaput lendir mulut;[];[]
radang mulut;peradangan radang mulut;[];[]
radang mulut;radang mulut;[];[]
radang mulut;peradangan rongga mulut tenggorokan;[];[]
radang otot;radang otot;[];[]
radang panggul;penyakit radang panggul;[];[]
radang pankreas;radang pankreas;[];[]
radang prostat;radang prostat;[];[]
radang saluran pernapasan;radang saluran nafas;[];[]
radang saluran pernapasan;radang ringan saluran nafas;[];[]
radang saluran pernapasan;peradangan saluran pernafasan bagian atas;[];[]
radang saraf;radang saraf;[];[]
radang selaput lendir;radang selaput lendir;[];[]
radang sendi;peradangan sendi;[];[]
radang sendi;radang sendi;[];[]
radang sumsum tulang;radang sumsum tulang akut;[];[]
radang sumsum tulang;radang sumsum tulang;[];[]
radang telinga;radang telinga bagian luar  tengah;[];[]
radang telinga;radang telinga bagian tengah;[];[]
radang telinga;inflamasi radang telinga;[];[]
radang telinga;radang telinga bagian luar tengah;[];[]
radang telinga;radang telinga akut kronis;[];[]
radang telinga;radang telinga bagian luar;[];[]
radang telinga;radang rongga gendang telinga;[];[]
radang telinga;radang telinga tengah;[];[]
radang tenggorokan;radang tenggorokan;[];[]
radang usus;radang usus;[];[]
radang usus;radang pada usus;[];[]
radang usus;radang usus peradangan usus;[];[]
radang usus;radang usus halus;[];[]
rakitis;rakhitis;[];[]
rakitis;penyakit rickets;[];[]
rakitis;rickets;[];[]
rakitis;rachitis rickets;[];[]
rakitis;rakhitis akibat defisiensi vit  d;[];[]
rakitis;rakhitis akibat defisiensi vit d;[];[]
rakitis;ricketsia;['infeksi ricketsia'];['infeksi ricketsia']
rambut rontok;kerontokan rambut;[];[]
rambut rontok;rambut rontok;[];[]
reactive arthritis;reactive arthritis;[];[]
rematik;reumatik;[];[]
rematik;reumatik sendi;[];[]
rematik;reumatik non artikular;[];[]
rematik;non artikular reumatik;['reumatik non artikular sakit tulang'];['reumatik non artikular sakit tulang']
rematik;penyakit reumatik;[];[]
rematik;reumatik tulang;[];[]
rematik;nyeri reumatik;[];[]
rematik;rematik;[];[]
rematik;rematik nonartikular;[];[]
rematik;rematik non artikular;[];[]
rematik;reumatik nonartikular;[];[]
rematik;rematik tulang;[];[]
rematik;nonartikular reumatik;[];[]
rematik;renatik tulang;['penyakit renatik tulang'];['penyakit renatik tulang']
rematik;rheumatik;[];[]
rematik;reumatik jaringan lunak terlokalisir;[];[]
rematik;reumatik non sendi;[];[]
rematik;nyeri penyakit reumatik;[];[]
retensi urin pasca operasi;retensi urin pasca operasi;[];[]
rheumatoid arthritis;artritis rheumatoid juvenil;[];[]
rheumatoid arthritis;nyeri rematoid atritis akut;[];[]
rheumatoid arthritis;rematoid atritis akut kronis;[];[]
rheumatoid arthritis;reumatoid artritis akut;[];[]
rheumatoid arthritis;rheumatoid arthritis poliartritis kronik;['poliartritis kronik'];[]
rheumatoid arthritis;artritis reumatoid;[];[]
rheumatoid arthritis;reumatik generatif atritis rematoid;[];[]
rheumatoid arthritis;reumatoid artritis kronis;[];[]
rheumatoid arthritis;juvenile artritis reumatoid;[];[]
rheumatoid arthritis;rematoid atritis akut;[];[]
rheumatoid arthritis;ar;[];[]
rheumatoid arthritis;arthritis reumatik;[];[]
rheumatoid arthritis;inflamasi degeneratif artritis rematoid;['inflamasi degeneratif'];[]
rheumatoid arthritis;artritis rheumatoid;[];[]
rheumatoid arthritis;arthritis reumatoid ar;[];[]
rheumatoid arthritis;rematoid artritis;[];[]
rheumatoid arthritis;rematoid astritis ar;[];[]
rheumatoid arthritis;rematoid atritis kronis;[];[]
rheumatoid arthritis;artritis rematoid;[];[]
rheumatoid arthritis;rematoid artitis;[];[]
rheumatoid arthritis;reumatoid artritis;[];[]
rheumatoid arthritis;pasien rematoid atritis akut kronis;[];[]
rheumatoid arthritis;reumatoid atritis kronis;[];[]
rheumatoid arthritis;gejala artritis reumatoid;[];[]
rheumatoid arthritis;rheumatoid arhritis;[];[]
rheumatoid arthritis;arthritis rheumatoid;[];[]
rheumatoid arthritis;reumatoid arthritis;[];[]
rheumatoid arthritis;arthritis reumatoid;[];[]
rheumatoid arthritis;reumatoid atritis akut;[];[]
rheumatoid arthritis;rheumatoid artritis;[];[]
rheumatoid arthritis;atritis rematoid;[];[]
rheumatoid arthritis;artritis rematoid aktif;[];[]
rheumatoid arthritis;nyeri rematoid atritis kronis;[];[]
rheumatoid arthritis;reumatoid artritis akut kronis;[];[]
rheumatoid arthritis;rematik artritis;[];[]
rheumatoid arthritis;reumatoid atritis;[];[]
rheumatoid arthritis;rheumatoid arthritis ra;[];[]
rheumatoid arthritis;rematoid athritis;[];[]
rheumatoid arthritis;gejala juvenile artritis reumatoid;[];[]
rheumatoid arthritis;rheumatoid arthritis;[];[]
rheumatoid arthritis;reumatoid atritis akut kronis;[];[]
rheumatoid arthritis;rematoid;[];[]
rheumatoid arthritis;ra;[];[]
rhinitis;rinitis vasomotor;[];[]
rhinitis;rinitis purulen;[];[]
rhinitis;rinitis vasomotorik;[];[]
rhinitis;perennial rhinitis;[];[]
rhinitis;rinitis parenial;[];[]
rhinitis;vasomotor rhinitis;[];[]
rhinitis;rhinitis vasomotor;[];[]
rhinitis;rinitis menahun;[];[]
rhinitis;rhinitis;[];[]
rhinitis alergi;rinitis alergi tahunan musiman;[];[]
rhinitis alergi;rinitis perenial;[];[]
rhinitis alergi;rinitis alergi seasonal;[];[]
rhinitis alergi;alergi rinitis;[];[]
rhinitis alergi;alergi hidung;[];[]
rhinitis alergi;rinitis alergi menahun musiman;[];[]
rhinitis alergi;rinitis alergi musiman tahunan;[];[]
rhinitis alergi;alergi rinitis nasal  nonnasal;[];[]
rhinitis alergi;rhinitis alergika;[];[]
rhinitis alergi;rinitis alergika;[];[]
rhinitis alergi;alergi pernafasan;[];[]
rhinitis alergi;allergic rhinitis;[];[]
rhinitis alergi;rinitis alergi musiman;['rinitis musiman'];['rinitis musiman']
rhinitis alergi;rinitis intermiten;[];[]
rhinitis alergi;alergi rinitis persistenterusmenerus;[];[]
rhinitis alergi;alergi rinitis intermiten persisten  menerus;[];[]
rhinitis alergi;rinitis alergi perenial;[];[]
rhinitis alergi;rinitis alergi persisten;[];[]
rhinitis alergi;rinitis alergi seasonal perenial;[];[]
rhinitis alergi;rinitis alergik;[];[]
rhinitis alergi;rinitis persisten;[];[]
rhinitis alergi;rinitis alergi musiman perennial;[];[]
rhinitis alergi;rhinitis alergi;[];[]
rhinitis alergi;rinitis alergi;[];[]
rhinitis alergi;rinitis alergi konjungtivitis;[];[]
rhinitis alergi;alergi rinitis intermitensewaktu;[];[]
rhinitis alergi;alergi rinitis perenial;[];[]
rhinitis alergi;rinitis;[];[]
rhinitis alergi;alergi rhinitis;[];[]
rhinitis alergi;rinitis alergi nasal;[];[]
rhinitis alergi;alergi rinitis intermiten persisten menerus;[];[]
rhinitis alergi;alergi rinitis nasal nonnasal;[];[]
riketsiosis;riketsiosis;[];[]
ruam merah;merah;[];[]
ruam merah;ruam merah;[];[]
ruam merah;merah iritasi;[];[]
ruam merah;kemerahan;[];[]
ruam merah;kemerahan keadaan inflamasi;['keadaan inflamasi'];[]
ruam merah;bercak merah;[];[]
ruam popok;ruam popok;[];[]
sakit gigi;sakil gigi;[];[]
sakit gigi;sakit gigi nyeri ringan;[];[]
sakit gigi;sakit saat pertumbuhan gigi;[];[]
sakit gigi;sakit gigi;[];[]
sakit kepala;nyeri sakit kepala;[];[]
sakit kepala;sakit kepala sebelah;[];[]
sakit kepala;sakit kepala vaskular;[];[]
sakit kepala;sakit kepala sakit gigi;[];[]
sakit kepala;sakit kepala derajat sedang;[];[]
sakit kepala;skit kepala;[];[]
sakit kepala;sakit kepala;[];[]
sakit kepala;sakit kepalan;[];[]
sakit kepala;sakit kepala kekakuan otot;[];[]
sakit maag;maag;[];[]
sakit maag;sakit maag;[];[]
sakit otot;sakit otot;[];[]
sakit perut;sakit perut;[];[]
sakit pinggang;sakit otot pinggang;[];[]
sakit pinggang;sakit pinggang;[];[]
sakit pinggang;sakit pinggan;[];[]
sakit punggung;sakit punggung bawah;[];[]
sakit punggung;sakit punggung bagian bawah;[];[]
sakit punggung;sakit punggung;[];[]
sakit sendi;sakit sendi;[];[]
sakit tenggorokan;rasa sakit tenggorokan;[];[]
sakit tenggorokan;sakit tenggorokan;[];[]
sakit tenggorokan;rasa sakit di tenggorokan;[];[]
sakit tenggorokan;sakıt tenggorokan;[];[]
salpingitis;salpingitis;[];[]
sariawan;sariawan;[];[]
sariawan;nyeri akibat sariawan;[];[]
sariawan;panas dalam disertai sariawan;[];[]
sariawan;tukak sariawan;[];[]
selulitis;selulitis pelvis pasca operasi vagina;[];[]
selulitis;selulitis pelvis;[];[]
selulitis;selulitis;[];[]
sendi kaku;kekakuan sendi;[];[]
sepsis;sepsis intraabdominal;[];[]
sepsis;sepsis purpura;['purpura'];[]
sepsis;sepsis;[];[]
sepsis;sepsis intra abdominal;[];[]
sepsis;sepsis puerperal;['sepsis puerperal intra abdomen'];['sepsis puerperal intra abdomen']
septic arthritis;artritis septik osteomielitis;[];[]
septic arthritis;artritis septik;[];[]
septikemia;septikemiakeracunan darah oleh bakteri patogenik zatzat dihasilkan oleh bakteri tersebut;[];[]
septikemia;septikemia keracunan darah oleh bakteri patogenik danatau zatzat dihasilkan oleh bakteri tersebut;[];[]
serangan jantung;serangan jantung;[];[]
servisitis;servisitis;[];[]
servisitis;uretritis servisitis go;[];[]
servisitis;cervicitis;[];[]
servisitis;servisitis komplikasi;[];[]
servisitis;uretritis servisitis;[];[]
servisitis;infeksi servisitis non gonokokal;['non gonokokal'];[]
servisitis;uretritis go servisitis komplikasi;[];[]
servisitis;servisitis sal pernafasan;[];[]
servisitis;servisitis go;[];[]
servisitis;servisitis sal pernafasan kecuali disebabkan streptococus;[];[]
sesak napas;sesak;[];[]
sesak napas;mengi sesak napas paruparu asma;[];[]
sesak napas;sesak nafas;[];[]
sesak napas;sesak napas;[];[]
sifilis;sipilis;[];[]
sifilis;sifilis;[];[]
sindrom nefrotik;sindrom nefrotik;[];[]
sindrom nefrotik;sindroma nefrotik;[];[]
sindrom raynaud;sindrom raynaud;[];[]
sindrom raynaud;fenomena raynaud;[];[]
sindrom raynaud;sindroma raynaud;[];[]
sindrom raynaud;fenomena reynaud;[];[]
sindrom zollinger-ellison;sindrom zollinger ellison adenoma endokrin multiple;[];[]
sindrom zollinger-ellison;sindroma zollingerellison;[];[]
sindrom zollinger-ellison;sindrom zollingerellison adenoma endokrin multiple;['adenoma endokrin multiple'];[]
sindrom zollinger-ellison;sindrom zollinger-ellison;[];[]
sindrom zollinger-ellison;sindrom zollinger ellison;[];[]
sindrom zollinger-ellison;hipersekreasi patologis seperti sindroma zollingerellison;['hipersekreasi patologis zollingerellison'];['hipersekreasi patologis zollingerellison']
sindrom zollinger-ellison;sindrom zollinge;[];[]
sindrom zollinger-ellison;hipersekrese patologis sindroma zollinger ellison;[];[]
sindrom zollinger-ellison;sindrom zollinger;[];[]
sindrom zollinger-ellison;zollinger ellison syndrome;[];[]
sindrom zollinger-ellison;hipersekresi patologis sindroma zollinger ellison;[];[]
sindrom zollinger-ellison;hipersekreasi patologis sindrom zollinger ellison;[];[]
sindrom zollinger-ellison;sindroma zollingerellison pendarahan gi;[];[]
sindrom zollinger-ellison;sindroma zollinger;[];[]
sindrom zollinger-ellison;sindrom zollingerellison;[];[]
sindrom zollinger-ellison;sindroma zollinger ellison;[];[]
sindrom zollinger-ellison;sindroma zollinger ellison pendarahan gi;[];[]
sindroma leher;sindroma leher;[];[]
sinusitis;sistitis;[];[]
sinusitis;sinusitis;[];[]
sinusitis;sinusitis maxillary akut;[];[]
sinusitis;sinusitis alergi;[];[]
sinusitis;sinusitis akut;[];[]
sinusitis;sinusitis maksilaris akut;[];[]
sinusitis;sinusitis bakterial akut;[];[]
sinusitis;sinusitis maksilaris;[];[]
sinusitis;sinusitus;[];[]
sirosis;sirosis;[];[]
sirosis;sirosis hepatik;[];[]
sirosis;sirosis hati;[];[]
skiatika;skiatika;[];[]
skleritis;skleritis;[];[]
skleritis;scleritis;[];[]
skorbut;skorbut;[];[]
spondilartritis;spondiloartritis;['spondiloartritis akut kronik', 'spondiloartritis kronik', 'spondiloartritis akut'];['spondiloartritis akut kronik', 'spondiloartritis kronik', 'spondiloartritis akut']
spondilartritis;spondilartritis;[];[]
spondilitis deformans;spondilitis deformans;[];[]
stenosis pilorus;stenosis pilorik bersifat ringan;[];[]
stenosis pilorus;stenosis pylorus;[];[]
stenosis pilorus;stenosis pilorus;[];[]
stenosis pilorus;stenosis pilorik;[];[]
stres;stres;[];[]
stres;stress;[];[]
stroke;stroke;[];[]
stroke iskemik;stroke iskhemik;[];[]
stroke iskemik;gejala iskhemik;[];[]
stroke iskemik;stroke iskemik;[];[]
takikardia;takikardia;[];[]
takikardia;takikardia atrial ektopik;[];[]
takikardia;takikardia supraventrikular paroksismal;[];[]
takikardia;takikardia supraventrikuler paroksismal;[];[]
tbc (tuberkulosis);tbc paru paru;[];[]
tbc (tuberkulosis);tbc;[];[]
tbc (tuberkulosis);tuberkulosis paru;['tuberkulosis paru resisten', 'tuberkulosis'];['tuberkulosis paru resisten', 'tuberkulosis']
tbc (tuberkulosis);tb paru;['tb'];['tb']
tbc (tuberkulosis);tbc paru;['tbc ekstra paru'];['tbc ekstra paru']
tbc (tuberkulosis);tbc infeksi mikobakterial;[];[]
tbc (tuberkulosis);tuberkulosa paru;['tuberkulosa'];['tuberkulosa']
tbc (tuberkulosis);mycobacterium tuberculosa;['tb aktif mycobacterium tuberculosa'];['tb aktif mycobacterium tuberculosa']
tbc (tuberkulosis);mycobacterium tuberculosis;[];[]
tendinitis;tendinitis;[];[]
tendovaginitis;tendovaginitis;[];[]
tenggorokan gatal;tenggorokan gatal;[];[]
tenggorokan kering;tenggorokan kering;[];[]
tetanus;tetanus;[];[]
tifus;tifus;[];[]
tifus;scrub tifus;[];[]
tifus;profilaksis scrub tifus;[];[]
tifus;demam tifus;[];[]
tinea barbae;tinea barbae;[];[]
tinea barbae;sikosis barbae;[];[]
tinea capitis;tinea kapitis;[];[]
tinea capitis;dermatomiosis kandidiasis mikosis sistemik tinea corporis tinea pidea tinea kapitis;[];[]
tinea capitis;tinea capitis;[];[]
tinea corporis;tinea corporis kurap;[];[]
tinea corporis;tinea korporis kurap;[];[]
tinea corporis;tinea corporis;[];[]
tinea corporis;tinea kruris korporis;['tinea kruris'];[]
tinea corporis;tinea korporis;[];[]
tinea cruris;tinea cruris;[];['tinea kruris']
tinea cruris;tinea krusis;['krusis'];['krusis']
tinea cruris;tinea cruris gatal jamur selangkangan;['gatal jamur selangkangan'];['gatal jamur selangkangan']
tinea cruris;tinea kuris;[];[]
tinnitus;telinga berdengung tinnitus;[];[]
tinnitus;telinga berdengung;[];[]
tinnitus;tinitus telinga berdenging;[];[]
tinnitus;tinitus;[];[]
tinnitus;tinnitus;[];[]
tirotoksikosis;tirotoksikosis feokhromositoma;[];[]
tirotoksikosis;tirotoksikosis;[];[]
toksoplasmosis;infeksi toxoplasmosis;[];[]
toksoplasmosis;infeksi toksoplasmosis;[];[]
toksoplasmosis;toxoplasmosis;[];[]
toksoplasmosis;toksoplasmosis;[];[]
toksoplasmosis;profilaksis toksoplasmosis wanita hamil;[];[]
trakhitis;trakhitis;[];[]
tremor esensial;tremor esensial;[];[]
trikomoniasis;trikomoniasis;[];[]
trikomoniasis;trikomoniasis salurah kemih kelamin;[];[]
tromboflebitis;tromboflebitis;[];[]
trombositemia;trombositemia;[];[]
trombositopenia;trombositopenia;[];[]
tukak lambung;pasien tukak lambung;[];[]
tukak lambung;tukak lambung usus;[];[]
tukak lambung;tukak peptik;[];[]
tukak lambung;tukak lambung jinak;[];[]
tukak lambung;ulkus lambung usus halus;['ulkus usus halus'];[]
tukak lambung;tukak lambung ringan;[];[]
tukak lambung;tukak khronik;[];[]
tukak lambung;tukak lambung ulkus peptik;['ulkus tukak peptik', 'tukak ulkus peptik'];['ulkus tukak peptik', 'tukak ulkus peptik']
tukak lambung;ulkus lambung;[];[]
tukak lambung;tukak lambung usus duabelas jari;['usus duabelas jari'];[]
tukak lambung;ulkus peptik;[];[]
tukak lambung;tukak lambung tukak duodenum;[];[]
tukak lambung;ulkus tukak lambung;[];[]
tukak lambung;tukak;[];[]
tukak lambung;tuka lambung;[];[]
tukak lambung;tukak lambung tukak usus halus;[];[]
tukak lambung;tukak duodenum tukak lambung ringan;[];[]
tukak lambung;tukak ulkus lambung;[];[]
tukak lambung;ulkus peptikum;['tukak ulkus peptikum', 'ulkus peptikum disebabkan h pylori'];['tukak ulkus peptikum', 'ulkus peptikum disebabkan h pylori']
tukak lambung;luka lambung;[];[]
tukak lambung;tukak lambung jinak tukak pasca operasi;[];[]
tukak lambung;penyakit lambung usus halus;['nyeri paroksismal penyakit lambung usus halus'];[]
tukak lambung;ulkus tukak lambung usus halus;[];[]
tukak lambung;lesi lambung;[];[]
tukak lambung;tukak lambung danatau usus halus;['danatau usus halus'];[]
tukak lambung;tukak lambung;[];[]
tukak lambung;tukak lambung aktif;[];[]
tukak lambung;tukak kulit;[];[]
tukak lambung;tukak lambung duodenum;[];[]
tukak lambung;seperli tukak lambung;[];[]
tukak lambung;tukak ulkus lambung ulkus tukak lambung paska tindakan;[];[]
tukak lambung;tukak ulkus lambung usus halus;[];[]
tukak pasca operasi;tukak pasca operasi;[];[]
tumor;tumor;[];[]
tumor;tumor jinak;[];[]
ulkus;ulkus;[];[]
