standardized_disease;fuzzy_tfidf_fuzzy_tfidf_fuzzy_fuzzy_tfidf;list_of_diseases;corrected_list_of_diseases
nyeri spastik;nyeri spastik organ genital wanita;[];[]
nyeri spastik;nyeri spastik saluran empedu;[];[]
nyeri spastik;nyeri spastik saluran kemih;[];[]
nyeri spastik;nyeri spastik sistem genital wanita;[];[]
nyeri spastik;nyeri paroxismal lambung usus halus nyeri spastik saluran empedu saluran kemih organ genital wanita;[];[]
nyeri telinga;nyeri telinga;[];[]
nyeri tenggorokan;nyeri tenggorokan;[];[]
nyeri tulang;nyeri tulang;[];[]
oligomenorea;oligomenore;[];[]
oligomenorea;oligomenorea;[];[]
oligospermia;oligospermia pria;[];[]
oligospermia;oligospermia;[];[]
onkomikosis;onkomikosis;[];[]
onkomikosis;onikomikosis;[];[]
orchitis;orchitis;[];[]
osteoarthritis;herniated osteoarthritis;[];[]
osteoarthritis;osteoartritis jangka pendek;[];[]
osteoarthritis;osteoartritis spondilosa;[];[]
osteoarthritis;osteoartritis kolumna vertebralis;[];[]
osteoarthritis;sindroma nyeri kolumna vertebralis;[];[]
osteoarthritis;osteoartritis spondilosa artritis;[];[]
osteoarthritis;osteoatritis panggul;[];[]
osteoarthritis;osteo arthritis;[];[]
osteoarthritis;artritis tulang punggung;[];[]
osteoarthritis;eksaserbasi akut oa;[];[]
osteoarthritis;oa eksaserbasi akut;[];[]
osteoarthritis;gejala osteoartritis;[];[]
osteoarthritis;osteoartritis spondilartritis;[];[]
osteoarthritis;eksacerbasi akut osteoarthritis;[];[]
osteoarthritis;ostearthiritis;[];[]
osteoarthritis;osteoartritis oa;[];[]
osteoarthritis;osteoartrosis;[];[]
osteoarthritis;osteoartritis akut;[];[]
osteoarthritis;osteoarthritis (oa);[];[]
osteoarthritis;osteoartritis eksaserbasi akut;[];[]
osteoarthritis;nyeri osteoarthritis;[];[]
osteoarthritis;osteoarthritis oa;[];[]
osteoarthritis;oa;['oa panggul'];['oa panggul']
osteoarthritis;osteoartritis;[];[]
osteoarthritis;osteoarthritis;[];[]
osteoarthritis;osteaoarthritis;[];[]
osteodistrofi ginjal;osteodistrofi;[];[]
osteodistrofi ginjal;osteodistrofi ginjal;['osteodistrofi ginjal pasien dialisis'];['osteodistrofi ginjal pasien dialisis']
osteogenesis imperfecta;osteogenesis imperfekta;[];[]
osteogenesis imperfecta;osteogenesis imperfecta;[];[]
osteomielitis;osteomielitis radang sumsum tulang akut;[];[]
osteomielitis;osteomielitis;[];[]
osteomielitis;osteomielitis radang sumsum tulang;[];[]
osteomielitis;intra abdominal osteomielitis;[];[]
osteomielitis;infeksi osteomielitis radang sumsum tulang;[];[]
osteomielitis;infeksi osteomielitis;[];[]
osteomielitis;osteomielitis akut;[];[]
osteomielitis;osteomielitisradang sumsum tulang;[];[]
osteopetrosis;osteopetrosis;[];[]
osteoporosis;osteoporosis sekunder;[];[]
osteoporosis;ostoroposis;[];[]
osteoporosis;osteoporosis paska menopause;[];[]
osteoporosis;osteoporosis;[];[]
osteoporosis;osteporosis;[];[]
osteoporosis;ostoroposis tulang;[];[]
osteoporosis;osteoporosis primer;[];[]
otitis eksterna;otitis externa khronik;[];[]
otitis eksterna;otitis externa akut;[];[]
otitis eksterna;otitis externa akut khronik;[];[]
otitis eksterna;otitis externa peradangan telinga bagian luar;[];[]
otitis eksterna;otitis eksterna kronis;[];[]
otitis eksterna;otitis externa;[];[]
otitis eksterna;otitis eksterna;[];[]
otitis eksterna;otitis eksterna akut;[];[]
otitis eksterna;otitis externa atau peradangan pada telinga bagian luar;[];[]
otitis eksterna;otitis eksterna kronik;[];[]
otitis media;otitis medium radang rongga gendang telinga;[];[]
otitis media;otitis medium;[];[]
otitis media;infeksi tht otitis medium akut sinusitis akut;[];[]
otitis media;otitis media supuratif;[];[]
otitis media;otitis media;[];[]
otitis media;otitis media kronis;[];[]
otitis media;otitis media supuratif kronik;[];[]
otitis media;otitis medium sal nafas;[];[]
otitis media;otitis medium akuta;[];[]
otitis media;infeksi gl otitis medium bekterial;[];[]
otitis media;medium;[];[]
otitis media;otitis media radang telinga tengah akut;[];[]
otitis media;otitis media radang rongga gendang telinga;[];[]
otitis media;otitis medium akut;[];[]
otitis media;otitis media akut;[];[]
otitis media;otitis;[];[]
otomikosis;otomikosis;[];[]
panas;panas disertai tenggorokan kering;[];[]
panas;panas;['suhu panas'];['suhu panas']
panas dalam;panas dalam;[];[]
panas dalam;panas dalam disertai tenggorokan kering;[];[]
pankreatitis akut;pankreatitis akut;[];[]
pankreatitis akut;pankreatitis;[];[]
panu;tinea pityriasis versicolor;[];[]
panu;pityriasis versicolor;['pityriasis'];['pityriasis']
panu;tinea versicolor panu;[];[]
panu;panu;[];[]
panu;tinea versicolor;[];[]
panu;pityriasis versikolor;[];[]
panu;tinea versikolor;[];[]
paratifus;tifus epidemi;[];[]
paratifus;paratifus;[];[]
paratifus;tifoid paratifoid;[];[]
paratifus;demam tifoid paratifoid;[];[]
paratifus;demam paratifus;[];[]
paratifus;demam tifus paratifus;[];[]
paratifus;tifus paratifus;[];[]
paratifus;tifus  paratifus;[];[]
paratifus;tifus dan paratifus;[];[]
paratifus;tifoid;[];[]
paratifus;go infeksi gl tifoid paratifoid;[];[]
paronikia;paronikhia;[];[]
paronikia;paronikia;[];[]
parotitis;parotitis;[];[]
pegal linu;pegal otot sendi;[];[]
pegal linu;pegal;['pega pegal'];['pega pegal','pegalpegal']
pegal linu;pegal pegal;[];[]
pegal linu;pegal linu;['linu linu', 'linu'];['linu linu', 'linu']
pembengkakan;pembengkakan;[];[]
pembengkakan;pembengkakan rambut;[];[]
pembengkakan otak;pembengkakan otak;[];[]
pembengkakan pasca bedah;pembengkakan pasca bedah;[];[]
pembengkakan pasca trauma;pembengkakan pasca trauma;[];[]
pembengkakan prostat;pembengkakan prostat;[];[]
pendaharan;perdarahan;['perdarahan uterus'];['perdarahan uterus']
pendaharan hidung;perdarahan hidung;[];[]
pendaharan hidung;perdarahan hidung ringan;[];[]
pening;pening;[];[]
penyakit akibat virus;penyakit virus lainnya;[];[]
penyakit akibat virus;virus;[];[]
penyakit akibat virus;virus jamur;[];[]
penyakit akibat virus;penyakit virus;[];[]
penyakit akibat virus;virus superfisial;[];[]
penyakit arteri koroner;penyakit arteri koroner stabil;[];[]
penyakit arteri koroner;penyakit arteri koroner;[];[]
penyakit arteri perifer;penyakit arteri perifer;[];[]
penyakit arteri perifer;oklusi arteri kronik;['oklusi arteri khronik'];['oklusi arteri khronik']
penyakit arteri perifer;penyakit arteri;[];[]
penyakit arteri perifer;oklusi arteri perifer kronis;[];[]
penyakit behcet;penyakit behcet;[];[]
penyakit crohn;penyakit crohn;[];[]
penyakit crohn;penyakit crohn ringan sedang;[];[]
penyakit crohn;crohn;[];[]
penyakit gigi;penyakit gigi gusi;[];[]
penyakit gigi;penyakit gigi;[];[]
penyakit ginjal;penyakit ginjal stadium ginjal;[];[]
penyakit ginjal;penyakit ginjal;[];[]
penyakit ginjal;penyakit ginjal kronik;[];[]
penyakit ginjal;penyakit ginjal hati;[];[]
penyakit hati;penyakit hati;[];[]
penyakit hati;penyakit hati akut kronis;[];[]
penyakit infeksi;penyakit infeksi hpylori;[];[]
penyakit infeksi;hpylori;['eradikasi hpylori'];['eradikasi hpylori']
penyakit infeksi;infeksi penyakit eksaserbasi akut;[];[]
penyakit infeksi;penyakit infeksi kulit;[];[]
penyakit infeksi;penyakit infeksi;[];[]
penyakit infeksi;penyakit infeksi ringan;[];[]
penyakit jantung;penyakit jantung hati;[];[]
penyakit jantung;penyakit jantung;[];[]
penyakit jantung koroner;penyakit koroner kronik;['insufisiensi koroner kronik'];[]
penyakit jantung koroner;penyakit2 koroner khronik;[];[]
penyakit jantung koroner;penyakit jantung koroner;[];[]
penyakit kulit;penyakit kkulit;[];[]
penyakit kulit;penyakit dermatologik lain;[];[]
penyakit kulit;penyakit kulit lainnya;[];[]
penyakit kulit;penyakit kulit dengan peradangan;[];[]
penyakit kulit;penyakit infeksi kulit jaringan lunak;[];[]
penyakit kulit;penyakit2 kulit;[];[]
penyakit kulit;penyakit kulit;[];[]
penyakit kulit;penyakit kulit jaringan lunak;[];[]
penyakit kulit;penyakit kulit janggut jamur;[];[]
penyakit kulit;penyakit kulit lain;[];[]
penyakit kulit;dermatologik;[];[]
penyakit liver;penyakit liver;[];[]
penyakit mata;penyakit mata;[];[]
penyakit meniere;sindrom meniere s;[];[]
penyakit meniere;gangguan meniere;[];[]
penyakit meniere;penyakit meniere;[];[]
penyakit meniere;meniere;[];[]
penyakit meniere;sindrom meniere;[];[]
penyakit meniere;penyakit meniere s;[];[]
penyakit meniere;sindroma meniere;[];[]
penyakit menular seksual;penyakit hubungan seksual;[];[]
penyakit menular seksual;penyakit menular seksual;[];[]
penyakit paget;penyakit paget;[];[]
penyakit paru obstruktif kronis;obstruksi jalan napa;[];[]
penyakit paru obstruktif kronis;obstruksi saluran nafas kronik;[];[]
penyakit paru obstruktif kronis;paru obstruktif kronik;[];[]
penyakit paru obstruktif kronis;obstruksi saluran napa reversible asma;[];[]
penyakit paru obstruktif kronis;penyakit2 paru;[];[]
penyakit paru obstruktif kronis;penyakit paru obstruktif kronik ppok;[];[]
penyakit paru obstruktif kronis;penyakit paru obstruktif kronis;[];[]
penyakit paru obstruktif kronis;penyakit paru obstruktif kronik;[];[]
penyakit paru obstruktif kronis;penyakit paru obstruktif kronis eksaserbasi akut;[];[]
penyakit paru obstruktif kronis;penyakit paru;[];[]
penyakit paru obstruktif kronis;penyakit2 obstruksi saluran nafas;[];[]
penyakit paru obstruktif kronis;obstruksi saluran napa;[];[]
penyakit paru obstruktif kronis;obstruksi saluran nafas;[];[]
penyakit paru obstruktif kronis;obstruksi jalan napas;[];[]
penyakit paru obstruktif kronis;penyakit paru obstruktif kronik (ppok);[];[]
penyakit paru obstruktif kronis;obstruksi kronik;[];[]
penyakit pes;penyakit pes;[];[]
penyakit saluran empedu;penyakit2 kandung empedu saluran empedu;[];[]
penyakit saluran empedu;sakit kandung empedu;[];[]
penyakit saluran pernapasan;penyakit saluran nafas;[];[]
penyakit saluran pernapasan;penyakit saluran napas atas lain;[];[]
penyakit saluran pernapasan;penyakit disebabkan oleh virus saluran napas;[];[]
penyakit saluran pernapasan;penyakit pernapasan akut kronik;[];[]
penyakit saluran pernapasan;penyakit saluran pernafasan;[];[]
penyakit saluran pernapasan;penyakit disebabkan oleh virus saluran nafas;[];[]
penyakit saluran pernapasan;penyakit saluran pernafasan akut kronik;[];[]
penyakit saluran pernapasan;penyakit saluran pernafasan akut;[];[]
penyakit saluran pernapasan;penyakitpenyakit saluran pernafasan akut kronis;[];[]
penyakit saluran pernapasan;pernapasan akut kronik;[];[]
penyakit saluran pernapasan;penyakit saluran napa;[];[]
penyakit saluran pernapasan;penyakit saluran nafas akut kronik;[];[]
penyakit saluran pernapasan;penyakit saluran pernafasan kronik;[];[]
penyakit saluran pernapasan;penyakit saluran pernafasan kronis;[];[]
penyakit saluran pernapasan;penyakit saluran nafas akut;[];[]
penyakit saluran pernapasan;penyakit saluran nafas kronik;[];[]
penyakit saluran pernapasan;penyakit saluran napa akut kronik;[];[]
penyakit saluran pernapasan;penyakit saluran napas akut khronik;[];[]
penyakit saraf;penyakit saraf;['penyakit saraf tertentu'];['penyakit saraf tertentu']
penyakit tulang;sakit tulang;[];[]
penyempitan saluran napas;sumbatan saluran napas;[];[]
penyempitan saluran napas;penyempitan saluran napas;[];[]
penyempitan saluran napas;penyakit penyumbatan saluran nafas;[];[]
penyempitan saluran napas;penyumbatan saluran nafas;[];[]
penyempitan saluran napas;penyumbatan;['penyumbatan pembuluh'];['penyumbatan pembuluh']
penyempitan saluran napas;penyempitan;['penyempitan pembuluh darah', 'penyempitan pembuluh vena'];['penyempitan pembuluh darah', 'penyempitan pembuluh vena']
peradangan operasi gigi;peradangan operasi gigi;[];[]
perdarahan gastrointestinal;profilaksis perdarahan gastrointestinal;[];[]
perdarahan gastrointestinal;perdarahan gastrointestinal;[];[]
perdarahan saluran pencernaan;perdarahan saluran cerna atas;[];[]
perdarahan saluran pencernaan;perdarahan saluran pencernaan;[];[]
perdarahan subarachnoid;pendarahan subarakhnoid;[];[]
perdarahan subarachnoid;perdarahan subarachnoid;[];[]
periartritis;periartritis;[];[]
periartritis;periartritis bahu;[];[]
periartritis;periarthritis;[];[]
periartritis;periartritis pinggul;[];[]
perikarditis;perikarditis;[];[]
periodontitis;periodontitis;[];[]
periodontitis;priodontitis;[];[]
peritonitis;radang selaput perut;['peritonitisradang selaput perut'];['peritonitisradang selaput perut']
peritonitis;peritoditis;[];[]
peritonitis;peritonitis;[];[]
peritonitis;peritonitis radang selaput perut;[];[]
perut kembung;perut kembung masuk angin;[];[]
perut kembung;kembung rasa tidak nyaman perut;['rasa tidak nyaman perut gas berlebihan'];['rasa tidak nyaman perut gas berlebihan']
perut kembung;perut kembung;[];[]
perut kembung;peredangan perut kembung;[];[]
perut kembung;gejala masuk angin seperti perut kembung mual;[];[]
perut kembung;kembung masuk angin;[];[]
perut kembung;kembung;['perih kembung', 'flatulent kembung', 'flatulens kembung', 'hiperasiditas kembung'];['perih kembung', 'flatulent kembung', 'flatulens kembung']
perut kembung;rasa kembung;[];[]
perut kembung;tidak nyaman perut;['gatal tidak nyaman vagina'];[]
pilek;pilek rinorea;[];[]
pilek;pilek;[];[]
pilek;pilek anakanak;[];[]
pilek;pilek alergi;[];[]
pirosis;pirosis;[];[]
pitiriasis kapitis;pitiriasis kapitis;[];[]
plak mulut;akumulasi plak rongga mulut;[];[]
pleuritis;pleuritis;[];[]
plineuritis;plineuritis;[];[]
plineuritis;b12 plineuritis neuralgia;[];[]
pneumonia;pneumonia bakteri;[];['pnemonitis anaerob']
pneumonia;pneumonia nosokomial;[];[]
pneumonia;pneumonia yang didapat dari lingkungan;[];[]
pneumonia;pneumonia akibat lingkungan;[];[]
pneumonia;pneumonia strep hemolitikus;[];[]
pneumonia;pneumonia cystitis;[];[]
pneumonia;pneumonia faringitis;[];[]
pneumonia;kuman h influenzae s pneumoniae;[];[]
pneumonia;spneumoniae;[];[]
pneumonia;pneumonia;[];[]
pneumonia;pneumonia didapat dari lingkungan;[];[]
pneumonia;acquired pneumonia;[];[]
pneumonia;streptococus pneumonia;[];[]
pneumonia;pneumonia dr lingkungan;[];[]
pneumonia;pneumonitis anaerob;[];[]
pneumonia;pneumonia saluran napa;[];[]
pneumonia;pneumonia masyarakat;[];[]
pneumonia;streptococcus pneumoniae;[];[]
pneumonia;pneumonia komunitas communityacquired pneumonia;[];[]
pneumonia;s  pneumoniae;[];[]
pneumonia;pneumonia akut;[];[]
pneumonia;pneumonia atipik primer;[];[]
pneumonia;pneumonia komunitas;[];[]
pneumonia;s pneumoniae;[];[]
pneumonia;pneumonia komuniti;[];[]
pneumonia;s.pneumoniae;[];[]
pneumonia;pneumonia lingkungan;[];[]
pneumonia;pneumonia akibat streptococcus;[];[]
pneumonia aspirasi;pneumonia aspirasi;[];[]
poliartritis kronik;poliartritis kronik;[];[]
polineuritis;polineuritis;[];[]
polineuritis;polyneuritis;[];[]
polineuropati diabetik;polineuropati diabetikum;[];[]
polineuropati diabetik;polineuropati diabetik;[];[]
polip;polip;[];[]
polip hidung;polip hidung;[];[]
polip usus;polip usus besar;[];[]
polisitemia vera;polisitemia vera;[];[]
proktitis;proktitis;[];[]
prostatitis;pielitis prostatitis akut kronis;['pielitis'];[]
prostatitis;prostatitis akut;[];[]
prostatitis;prostatitis bakterial kronik;[];[]
prostatitis;prostatitis bakteri kronis;[];[]
prostatitis;isk prostatitis;[];[]
prostatitis;prostatitis;[];[]
prurigo;prurigo;[];[]
prurigo;ekzema prurigo;[];[]
pruritus;pruritus anogenital;[];[]
pruritus;pruritus anogential;[];[]
pruritus;pruritus gatalgatal anus vulvagenital external wanita;[];[]
pruritus;pruritis ani;[];[]
pruritus;pruritus pada urtikaria khronik idiopathik;[];[]
pruritus;alergi pruritis;[];[]
pruritus;pruritus di anus;[];[]
pruritus;urtikaria khronik idiopathik;[];[]
pruritus;pruritis anogenital;[];[]
pruritus;pruritus;[];[]
pruritus;pruritus anus;[];[]
pruritus;pruritis;[];[]
pruritus;pruritus alergi;[];[]
pruritus;pruritus atau gatalgatal pada anus dan vulvagenital external pada wanita;[];[]
pruritus;pruritus urtikaria khronik idiopathik;[];[]
pseudohipoparatiroidisme;pseudohipoparatiroidisme;[];[]
psikosis;psikosis;[];[]
psitakosis;lympogranulloma psittacosis;[];[]
psitakosis;limfogranuloma psitakosis;[];[]
psitakosis;limfogranuloma psittacosis;['limfogranuloma'];['limfogranuloma']
psitakosis;psithachosis;[];[]
psitakosis;psittacosis;[];[]
psitakosis;pittacosis;[];[]
psitakosis;psitakosis;[];[]
psitakosis;lymphomagranuloma pittacosis;['lymphomagranuloma'];['lymphomagranuloma']
psoriasis;psoriasis diskoid;[];[]
psoriasis;lesi psoriasis;[];[]
psoriasis;inflamasi psoriasis;[];[]
psoriasis;psoriasis kecuali plak;[];[]
psoriasis;psoriasis ;[];[]
psoriasis;psoriasis;[];[]
psoriasis;vulva psoriasis;[];[]
punggung pegal dan kaku;punggung pegal;[];[]
purpura;purpura;[];[]
pusing;pusing yang berhubungan dengan gangguan keseimbangan pada gangguan sirkulasi darah;[];[]
pusing;pusing;[];[]
pusing;kepala pusing;[];[]
pusing;pusingpusing;[];[]
pusing;pusingmigren;[];[]
pusing;pusing vestibular;[];[]
pusing;pusing berhubungan dengan gangguan keseimbangan gangguan sirkulasi darah;[];[]
pusing;capek pusing;[];[]
rachitis;rachitis;[];[]
radang;radang akut berat;[];[]
radang;radang;[];[]
radang;radang akut;[];[]
radang;radang akut yang berat;[];[]
radang;peradangan;['peradangan lokal'];['peradangan lokal']
radang;radang akibat amandel;[];[]
radang ginjal;pielonefritis radang ginjal serentak radang pasu ginjal;[];[]
radang ginjal;radang ginjal;[];[]
radang ginjal;radang pasu ginjal;[];[]
radang gusi;radang gusi;[];[]
radang hati;peradangan hati;[];[]
radang hidung;peradangan akibat infeksi hidung;[];[]
radang hidung;peradangan mukosa hidung;[];[]
radang hidung;peradangan hidung;[];[]
radang jaringan kuku;radang jaringan kuku;[];[]
radang kulit;radang kulit;[];[]
radang kulit;radang kkulit;[];[]
radang mata;radang saraf mata;[];[]
radang mata;radang kantung air mata;[];[]
radang mata;radang mata akibat reaksi alergi;[];[]
radang mata;radang kornea mata;[];[]
radang mata;peradangan mata;[];[]
radang mata;gangguan radang mata;[];[]
radang mata;radang kelopak mata;[];[]
radang mata;radang selaput bening mata;[];[]
radang mata;penyakit radang mata;[];[]
radang mata;peradangan selaput mata;[];[]
radang mata;radang selaput ikat mata;[];[]
radang mulut;peradangan radang mulut;[];[]
radang mulut;radang selaput lendir mulut;[];[]
radang mulut;radang mulut;[];[]
radang mulut;peradangan rongga mulut tenggorokan;[];[]
radang otot;radang otot;[];[]
radang panggul;penyakit radang panggul;[];[]
radang pankreas;radang pankreas;[];[]
radang prostat;radang prostat;[];[]
radang saluran pernapasan;peradangan saluran pernafasan bagian atas;[];[]
radang saluran pernapasan;radang ringan saluran nafas;[];[]
radang saluran pernapasan;radang saluran nafas;[];[]
radang saraf;radang saraf;[];[]
radang selaput lendir;radang selaput lendir;[];[]
radang sendi;peradangan sendi;[];[]
radang sendi;radang sendi;[];[]
radang sumsum tulang;radang sumsum tulang akut;[];[]
radang sumsum tulang;radang sumsum tulang;[];[]
radang telinga;radang telinga bagian tengah;[];[]
radang telinga;radang telinga bagian luar  tengah;[];[]
radang telinga;peradangan akibat infeksi telinga;[];[]
radang telinga;inflamasi radang telinga;[];[]
radang telinga;radang rongga gendang telinga;[];[]
radang telinga;radang telinga bagian luar tengah;[];[]
radang telinga;radang telinga bagian luar;[];[]
radang telinga;radang telinga tengah;[];[]
radang telinga;radang telinga akut kronis;[];[]
radang tenggorokan;peradangan akibat infeksi tenggorokan;[];[]
radang tenggorokan;radang tenggorokan;[];[]
radang usus;radang usus;[];[]
radang usus;radang pada usus;[];[]
radang usus;radang usus halus;[];[]
radang usus;radang usus peradangan usus;[];[]
rakitis;riketsia;[];[]
rakitis;rickettsia;[];[]
rakitis;penyakit rickets;[];[]
rakitis;rakhitis akibat defisiensi vit d;[];[]
rakitis;ricketsia;[];[]
rakitis;rachitis rickets;[];[]
rakitis;rakhitis;[];[]
rakitis;rakhitis akibat defisiensi vit  d;[];[]
rakitis;infeksi ricketsia;[];[]
rakitis;rickets;[];[]
rambut rontok;rambut rontok;[];[]
rambut rontok;kerontokan rambut;[];[]
reactive arthritis;reactive arthritis;[];[]
rematik;reumatik tulang;[];[]
rematik;nyeri reumatik;[];[]
rematik;reumatik nonartikular;[];[]
rematik;rematik nonartikular;[];[]
rematik;rematik tulang;[];[]
rematik;reumatik non artikular;[];[]
rematik;rematik non artikular;[];[]
rematik;non artikular reumatik;[];[]
rematik;nonartikular reumatik;[];[]
rematik;reumatik sendi;[];[]
rematik;nyeri penyakit reumatik;[];[]
rematik;reumatik non sendi;[];[]
rematik;penyakit renatik tulang;[];[]
rematik;penyakit reumatik;[];[]
rematik;reumatik;[];[]
rematik;rheumatik;[];[]
rematik;rematik;[];[]
rematik;reumatik jaringan lunak terlokalisir;[];[]
rematik;renatik tulang;[];[]
rematik;reumatik non artikular sakit tulang;[];[]
retensi urin pasca operasi;retensi urin pasca operasi;[];[]
rheumatoid arthritis;ar;[];[]
rheumatoid arthritis;rematoid;[];[]
rheumatoid arthritis;artritis rheumatoid juvenil;[];[]
rheumatoid arthritis;artritis rematoid;[];[]
rheumatoid arthritis;arthritis rheumatoid;[];[]
rheumatoid arthritis;juvenile artritis reumatoid;[];[]
rheumatoid arthritis;artritis rematoid aktif;[];[]
rheumatoid arthritis;rematoid artritis;[];[]
rheumatoid arthritis;rheumatoid arthritis poliartritis kronik;[];[]
rheumatoid arthritis;rheumatoid artritis;[];[]
rheumatoid arthritis;gejala artritis reumatoid;[];[]
rheumatoid arthritis;reumatik generatif atritis rematoid;[];[]
rheumatoid arthritis;rheumatoid arthritis;[];[]
rheumatoid arthritis;rematoid atritis akut;[];[]
rheumatoid arthritis;reumatoid artritis akut;[];[]
rheumatoid arthritis;nyeri rematoid atritis akut;[];[]
rheumatoid arthritis;rematoid artitis;[];[]
rheumatoid arthritis;rematoid atritis kronis;[];[]
rheumatoid arthritis;atritis rematoid;[];[]
rheumatoid arthritis;reumatoid artritis;[];[]
rheumatoid arthritis;rematik artritis;[];[]
rheumatoid arthritis;reumatoid atritis;[];[]
rheumatoid arthritis;ra;[];[]
rheumatoid arthritis;nyeri rematoid atritis kronis;[];[]
rheumatoid arthritis;artritis reumatoid;[];[]
rheumatoid arthritis;rheumatoid arthritis ra;[];[]
rheumatoid arthritis;rematoid athritis;[];[]
rheumatoid arthritis;reumatoid artritis akut kronis;[];[]
rheumatoid arthritis;arthritis reumatik;[];[]
rheumatoid arthritis;rematoid astritis ar;[];[]
rheumatoid arthritis;reumatoid atritis akut kronis;[];[]
rheumatoid arthritis;rematoid atritis akut kronis;[];[]
rheumatoid arthritis;arthritis reumatoid ar;[];[]
rheumatoid arthritis;rheumatoid arhritis;[];[]
rheumatoid arthritis;inflamasi degeneratif artritis rematoid;[];[]
rheumatoid arthritis;reumatoid artritis kronis;[];[]
rheumatoid arthritis;arthritis reumatoid;[];[]
rheumatoid arthritis;reumatoid arthritis;[];[]
rheumatoid arthritis;reumatoid atritis akut;[];[]
rheumatoid arthritis;gejala juvenile artritis reumatoid;[];[]
rheumatoid arthritis;artritis rheumatoid;[];[]
rheumatoid arthritis;reumatoid atritis kronis;[];[]
rheumatoid arthritis;pasien rematoid atritis akut kronis;[];[]
rhinitis;vasomotor rhinitis;[];[]
rhinitis;rinitis parenial;[];[]
rhinitis;rinitis vasomotorik;[];[]
rhinitis;rinitis purulen;[];[]
rhinitis;rhinitis vasomotor;[];[]
rhinitis;rinitis vasomotor;[];[]
rhinitis;rhinitis;[];[]
rhinitis;perennial rhinitis;[];[]
rhinitis;rinitis menahun;[];[]
rhinitis alergi;alergi rhinitis;[];[]
rhinitis alergi;alergi rinitis nasal  nonnasal;[];[]
rhinitis alergi;rinitis alergi konjungtivitis;[];[]
rhinitis alergi;alergi pernafasan;[];[]
rhinitis alergi;rhinitis alergi;[];[]
rhinitis alergi;rinitis intermiten;[];[]
rhinitis alergi;rinitis alergik;[];[]
rhinitis alergi;alergi rinitis intermitensewaktu;[];[]
rhinitis alergi;rinitis alergi;[];[]
rhinitis alergi;rhinitis alergika;[];[]
rhinitis alergi;rinitis alergi seasonal;[];[]
rhinitis alergi;rinitis alergi musiman tahunan;[];[]
rhinitis alergi;alergi rinitis nasal nonnasal;[];[]
rhinitis alergi;rinitis alergi musiman;['rinitis alergi musiman menahunterus menerus'];['rinitis alergi musiman menahunterus menerus']
rhinitis alergi;alergi rinitis perenial;[];[]
rhinitis alergi;alergi rinitis intermiten persisten menerus;[];[]
rhinitis alergi;alergi rinitis intermiten persisten  menerus;[];[]
rhinitis alergi;rinitis alergi menahun musiman;[];[]
rhinitis alergi;rinitis musiman;[];[]
rhinitis alergi;allergic rhinitis;[];[]
rhinitis alergi;rinitis alergi seasonal perenial;[];[]
rhinitis alergi;alergi rinitis;[];[]
rhinitis alergi;alergi hidung;[];[]
rhinitis alergi;rinitis alergi nasal;[];[]
rhinitis alergi;alergi rinitis persistenterusmenerus;[];[]
rhinitis alergi;rinitis persisten;[];[]
rhinitis alergi;rinitis;[];[]
rhinitis alergi;rinitis alergi musiman perennial;[];[]
rhinitis alergi;rinitis alergi persisten;[];[]
rhinitis alergi;rinitis alergi tahunan musiman;[];[]
rhinitis alergi;rinitis alergika;[];[]
rhinitis alergi;rinitis alergi perenial;[];[]
rhinitis alergi;rinitis perenial;[];[]
riketsiosis;riketsiosis;[];[]
ruam merah;bercak merah;[];[]
ruam merah;ruam merah;['tinea manus ruam merah tangan'];['tinea manus ruam merah tangan']
ruam merah;merah;[];[]
ruam merah;kemerahan;[];[]
ruam merah;kemerahan keadaan inflamasi;[];[]
ruam merah;merah iritasi;[];[]
ruam popok;ruam popok;[];[]
sakit gigi;sakit gigi nyeri ringan;[];[]
sakit gigi;sakit saat pertumbuhan gigi;[];[]
sakit gigi;sakil gigi;[];[]
sakit gigi;sakit gigi;[];[]
sakit kepala;skit kepala;[];[]
sakit kepala;sakit kepala kekakuan otot;[];[]
sakit kepala;sakit kepala sakit gigi;[];[]
sakit kepala;sakit kepala;[];[]
sakit kepala;nyeri sakit kepala;[];[]
sakit kepala;sakit kepala sebelah;[];[]
sakit kepala;sakit kepala vaskular;[];[]
sakit kepala;sakit kepalan;[];[]
sakit kepala;sakit kepala derajat sedang;[];[]
sakit maag;maag;[];[]
sakit maag;sakit maag;[];[]
sakit otot;sakit otot;[];[]
sakit pasca vaksinasi;sakit pasca vaksinasi;[];[]
sakit pasca vaksinasi;sakit paska vaksinasi;[];[]
sakit perut;sakit perut;[];[]
sakit perut;sakit perus;[];[]
sakit pinggang;sakit pinggan;[];[]
sakit pinggang;sakit otot pinggang;[];[]
sakit pinggang;sakit pinggang;[];[]
sakit punggung;sakit punggung;[];[]
sakit punggung;sakit punggung bawah;[];[]
sakit punggung;sakit punggung bagian bawah;[];[]
sakit sendi;sakit sendi;[];[]
sakit tenggorokan;sakıt tenggorokan;[];[]
sakit tenggorokan;rasa sakit di tenggorokan;[];[]
sakit tenggorokan;rasa sakit tenggorokan;[];[]
sakit tenggorokan;sakit tenggorokan;[];[]
salpingitis;salpingitis;[];[]
sariawan;sariawan;[];[]
sariawan;nyeri akibat sariawan;[];[]
sariawan;tukak sariawan;[];[]
sariawan;panas dalam disertai sariawan;[];[]
