standardized_disease;fuzzy_tfidf_fuzzy_tfidf_fuzzy_fuzzy_tfidf_fuzzy_tfidf;list_of_diseases;corrected_list_of_diseases
nyeri;rasa nyeri;['rasa nyeri kronik'];['rasa nyeri kronik']
nyeri;nyeri sedang berat;[];[]
nyeri;nyeri;[];[]
nyeri;nyeri sakit;[];[]
nyeri bahu;nyeri otot leher bahu punggung;[];[]
nyeri bahu;nyeri otot bahu;[];[]
nyeri bahu;nyeri bahu;[];[]
nyeri bahu;rasa sakit otot bahu;[];[]
nyeri cedera;nyeri terkilir;[];[]
nyeri cedera;nyeri akibat terkilir terpukul;[];[]
nyeri cedera;nyeri cedera;[];[]
nyeri gigi;nyeri gigi sedang;[];[]
nyeri gigi;meredakan nyeri gigi ringan;[];[]
nyeri gigi;nyeri gigi;[];[]
nyeri gigi;nyeri gigi ringan;[];[]
nyeri gigi;nyeri gigi ringan hingga sedang;[];[]
nyeri inflamasi;nyeri inflamasi;[];[]
nyeri kaki;nyeri kaki;[];[]
nyeri kepala;nyeri kepala;[];[]
nyeri lambung;nyeri paroksismal;[];[]
nyeri lambung;nyeri paroksismal penyakit lambung usus halus;[];[]
nyeri lambung;nyeri paroksismal lambung usus halus;[];[]
nyeri lambung;nyeri paroxismal lambung;[];[]
nyeri lambung;nyeri paroxismal lambung usus halus;[];[]
nyeri lambung;nyeri lambung;[];[]
nyeri lambung;nyeri paroxismal usus halus;[];[]
nyeri leher;nyeri leher;[];[]
nyeri leher;nyeri otot leher;[];[]
nyeri leher;rasa sakit leher;[];[]
nyeri leher;sakit otot leher pundak;[];[]
nyeri leher;sakit otot leher;[];[]
nyeri lutut;nyeri lutut;[];[]
nyeri muskuloskeletal;nyeri muskuloskeletal kronis;[];[]
nyeri muskuloskeletal;nyeri muskuloskeletal kronik;[];[]
nyeri muskuloskeletal;nyeri muskuloskeletal lain;[];[]
nyeri muskuloskeletal;nyeri musculoskeletal akut;[];[]
nyeri muskuloskeletal;nyeri muskuloskeletal akut;[];[]
nyeri muskuloskeletal;nyeri muskuloskeletal;[];[]
nyeri otot;nyeri ringan sedang otot;[];[]
nyeri otot;rasa sakit otot olahraga;[];[]
nyeri otot;nyeri otot;[];[]
nyeri otot;nyeri otot olahraga;[];[]
nyeri pasca bedah;nyeri paskabedah;[];[]
nyeri pasca bedah;nyeri lokal paska bedah mulut;[];[]
nyeri pasca bedah;nyeri paska bedah;[];[]
nyeri pasca bedah;nyeri pascabedah;[];[]
nyeri pasca operasi;setelah operasi;[];[]
nyeri pasca operasi;nyeri yang muncul setelah operasi;[];[]
nyeri pasca operasi;sakit setelah operasi;[];[]
nyeri pasca operasi;nyeri pasca operasi cabut gigi;[];[]
nyeri pasca operasi;nyeri sehabis operasi;[];[]
nyeri pasca operasi;nyeri muncul setelah operasi;[];[]
nyeri pasca operasi;nyeri inflamasi pasca op;[];[]
nyeri pasca operasi;meredakan nyeri pasca operasi;[];[]
nyeri pasca operasi;nyeri pasca operasi pasca bedah gigi tulang;[];[]
nyeri pasca operasi;nyeri perut sehabis operasi;[];[]
nyeri pasca operasi;nyeri paska operasi;[];[]
nyeri pasca operasi;nyeri pasca operasi derajat;[];[]
nyeri pasca operasi;nyeri akut pembedahan gigi;[];[]
nyeri pasca operasi;nyeri pasca op;[];[]
nyeri pasca operasi;nyeri pasca operasi;[];[]
nyeri pasca operasi;nyeri cabut gigi;[];[]
nyeri pasca operasi;nyeri setelah traumapasca operasi;[];[]
nyeri pasca operasi;pencabutan gigi nyeri operasi;[];[]
nyeri pasca operasi;nyeri operasi;[];[]
nyeri pasca operasi;nyeri sehabis melahirkan;[];[]
nyeri pasca operasi;nyeri pasca bedah;[];[]
nyeri pasca operasi;nyeri sesudah pembedahan;[];[]
nyeri pasca operasi;nyeri sesudah operasi;[];[]
nyeri pasca partum;nyeri pasca partum;[];[]
nyeri pasca partum;pasca partum;[];[]
nyeri pasca trauma;nyeri pasca trauma;[];[]
nyeri pasca trauma;nyeri inflamasi pasca trauma;[];[]
nyeri pasca trauma;nyeri trauma;[];[]
nyeri pasca trauma;nyeri traumatik;[];[]
nyeri pasca trauma;nyeri akibat trauma;[];[]
nyeri pasca trauma;nyeri setelah traumatik;[];[]
nyeri pasca trauma;nyeri inflamasi pasca trauma terkilir;[];[]
nyeri pasca trauma;nyeri trauma operasi;[];[]
nyeri pasca vaksinasi;nyeri pasca vaksinasi;[];[]
nyeri perut;nyeri perut;[];[]
nyeri pinggang;nyeri pinggang;[];[]
nyeri pinggang;nyeri otot pinggang;[];[]
nyeri punggung;sakit nyeri punggung;[];[]
nyeri punggung;nyeri kolumna vertebra tulang punggung;['degeneratif kolumna vertebra', 'nyeri kolumna vertebra'];['nyeri kolumna vertebra']
nyeri punggung;nyeri otot punggung;[];[]
nyeri punggung;nyeri pada punggung;[];[]
nyeri punggung;nyeri dipunggung;[];[]
nyeri punggung;nyeri punggung;[];[]
nyeri punggung;nyeri tulang punggung;[];[]
nyeri saraf;nyeri saraf;[];[]
nyeri saraf;neuralgia nyeri saraf;[];[]
nyeri saraf;neuralgia nyeri saraf migren;[];[]
nyeri sendi;nyeri sendi;[];[]
nyeri sendi;pegal linu nyeri sendi;[];[]
nyeri sendi;nyeri pegalpegal otot sendi;[];[]
nyeri sendi;pegal nyeri sendi;[];[]
nyeri sendi;nyeri persendian;[];[]
nyeri sendi;nyeri sendi akibat reumatik;[];[]
nyeri sendi;nyeri otot sendi;[];[]
nyeri spastik;nyeri spastik sistem genital wanita;[];[]
nyeri spastik;nyeri spastik saluran kemih;[];[]
nyeri spastik;nyeri paroxismal lambung usus halus nyeri spastik saluran empedu saluran kemih organ genital wanita;[];[]
nyeri spastik;nyeri spastik saluran empedu;[];[]
nyeri spastik;nyeri spastik organ genital wanita;[];[]
nyeri spastik;nyeri spastik;[];[]
nyeri spastik;spastik organ genital wanita;[];[]
nyeri telinga;nyeri telinga;[];[]
nyeri tenggorokan;nyeri tenggorokan;[];[]
nyeri tulang;nyeri tulang;[];[]
oligomenorea;oligomenorea;[];[]
oligomenorea;oligomenore;[];[]
oligospermia;oligospermia pria;[];[]
oligospermia;oligospermia;[];[]
onkomikosis;onikomikosis;[];[]
onkomikosis;onkomikosis;[];[]
orchitis;orchitis;[];[]
osteoarthritis;gejala osteoartritis;[];[]
osteoarthritis;osteo arthritis;[];[]
osteoarthritis;nyeri osteoarthritis;[];[]
osteoarthritis;osteoartritis spondilartritis;[];[]
osteoarthritis;osteoartritis eksaserbasi akut;[];[]
osteoarthritis;artritis tulang punggung;[];[]
osteoarthritis;eksacerbasi akut osteoarthritis;[];[]
osteoarthritis;oa;[];[]
osteoarthritis;oa panggul;[];[]
osteoarthritis;osteoartritis spondilosa;[];[]
osteoarthritis;eksaserbasi akut oa;[];[]
osteoarthritis;osteoartritis kolumna vertebralis;[];[]
osteoarthritis;oa eksaserbasi akut;[];[]
osteoarthritis;sindroma nyeri kolumna vertebralis;[];[]
osteoarthritis;ostearthiritis;[];[]
osteoarthritis;osteoartritis jangka pendek;[];[]
osteoarthritis;osteoartritis spondilosa artritis;[];[]
osteoarthritis;osteoarthritis (oa);[];[]
osteoarthritis;osteoarthritis oa;[];[]
osteoarthritis;osteoartritis;[];[]
osteoarthritis;osteoatritis panggul;[];[]
osteoarthritis;herniated osteoarthritis;[];[]
osteoarthritis;osteaoarthritis;[];[]
osteoarthritis;osteoarthritis;[];[]
osteoarthritis;osteoartritis oa;[];[]
osteoarthritis;osteoartrosis;[];[]
osteoarthritis;osteoartritis akut;[];[]
osteodistrofi ginjal;osteodistrofi ginjal pasien dialisis;[];[]
osteodistrofi ginjal;osteodistrofi;[];[]
osteodistrofi ginjal;osteodistrofi ginjal;[];[]
osteogenesis imperfecta;osteogenesis imperfecta;[];[]
osteogenesis imperfecta;osteogenesis imperfekta;[];[]
osteomielitis;osteomielitis;[];[]
osteomielitis;osteomielitis akut;[];[]
osteomielitis;osteomielitis radang sumsum tulang;[];[]
osteomielitis;osteomielitis radang sumsum tulang akut;[];[]
osteomielitis;infeksi osteomielitis;[];[]
osteomielitis;intra abdominal osteomielitis;[];[]
osteomielitis;osteomielitisradang sumsum tulang;[];[]
osteomielitis;infeksi osteomielitis radang sumsum tulang;[];[]
osteopetrosis;osteopetrosis;[];[]
osteoporosis;osteporosis;[];[]
osteoporosis;ostoroposis;[];[]
osteoporosis;ostoroposis tulang;[];[]
osteoporosis;osteoporosis primer;[];[]
osteoporosis;osteoporosis sekunder;[];[]
osteoporosis;osteoporosis paska menopause;[];[]
osteoporosis;osteoporosis;[];[]
otitis eksterna;otitis eksterna kronis;[];[]
otitis eksterna;otitis externa peradangan telinga bagian luar;[];[]
otitis eksterna;otitis eksterna kronik;[];[]
otitis eksterna;otitis eksterna akut;[];[]
otitis eksterna;otitis externa khronik;[];[]
otitis eksterna;otitis externa atau peradangan pada telinga bagian luar;[];[]
otitis eksterna;otitis externa;[];[]
otitis eksterna;otitis eksterna;[];[]
otitis eksterna;otitis externa akut;[];[]
otitis eksterna;otitis externa akut khronik;[];[]
otitis media;otitis media;[];[]
otitis media;medium;[];[]
otitis media;otitis media radang rongga gendang telinga;[];[]
otitis media;otitis media kronis;[];[]
otitis media;infeksi gl otitis medium bekterial;[];[]
otitis media;infeksi tht otitis medium akut sinusitis akut;[];[]
otitis media;otitis media supuratif kronik;[];[]
otitis media;otitis medium radang rongga gendang telinga;[];[]
otitis media;otitis;[];[]
otitis media;otitis media supuratif;[];[]
otitis media;otitis medium;[];[]
otitis media;otitis medium akut;[];[]
otitis media;otitis medium sal nafas;[];[]
otitis media;otitis medium akuta;[];[]
otitis media;otitis media radang telinga tengah akut;[];[]
otitis media;otitis media akut;[];[]
otomikosis;otomikosis;[];[]
panas;suhu panas;[];[]
panas;panas disertai tenggorokan kering;[];[]
panas;panas;[];[]
panas dalam;panas dalam disertai tenggorokan kering;[];[]
panas dalam;panas dalam;[];[]
pankreatitis akut;pankreatitis akut;[];[]
pankreatitis akut;pankreatitis;[];[]
panu;tinea versicolor;[];[]
panu;tinea pityriasis versicolor;[];[]
panu;tinea versikolor;[];[]
panu;tinea versicolor panu;[];[]
panu;pityriasis;[];[]
panu;panu;[];[]
panu;pityriasis versikolor;[];[]
panu;pityriasis versicolor;[];[]
papula;papul;[];[]
papula;papula;['peradangan berupa papula'];['peradangan berupa papula']
paratifus;tifus dan paratifus;[];[]
paratifus;tifus paratifus;[];[]
paratifus;demam tifoid paratifoid;[];[]
paratifus;paratifus;[];[]
paratifus;go infeksi gl tifoid paratifoid;[];[]
paratifus;tifus epidemi;[];[]
paratifus;tifus  paratifus;[];[]
paratifus;demam paratifus;[];[]
paratifus;tifoid paratifoid;[];[]
paratifus;tifoid;[];[]
paratifus;demam tifus paratifus;[];[]
parestesia;parestesia;[];[]
parestesia;parestesis;[];[]
paronikia;paronikhia;[];[]
paronikia;paronikia;[];[]
parotitis;parotitis;[];[]
pegal linu;pegal pegal;[];[]
pegal linu;pegel linu;[];[]
pegal linu;linu linu;[];[]
pegal linu;pegapegal;[];[]
pegal linu;pega pegal;[];[]
pegal linu;pegal linu;[];[]
pegal linu;pegalpegal;['pegalpegal linu'];['pegalpegal linu']
pegal linu;pegal otot sendi;[];[]
pegal linu;pegel;[];[]
pegal linu;peger linu;[];[]
pegal linu;pegal;[];[]
pegal linu;linu;[];[]
pembengkakan;pembengkakan rambut;[];[]
pembengkakan;pembengkakan;[];[]
pembengkakan otak;pembengkakan otak;[];[]
pembengkakan pasca bedah;pembengkakan pasca bedah;[];[]
pembengkakan pasca trauma;pembengkakan pasca trauma;[];[]
pembengkakan prostat;pembengkakan prostat;[];[]
pendaharan;perdarahan;[];[]
pendaharan;perdarahan uterus;['perdarahan uterus fungsional'];['perdarahan uterus fungsional']
pendaharan hidung;perdarahan hidung;[];[]
pendaharan hidung;perdarahan hidung ringan;[];[]
pening;pening;[];[]
penuh lambung;perasaan penuh lambung;[];[]
penuh lambung;penuh lambung;[];[]
penuh lambung;rasa penuh lambung;[];[]
penyakit akibat virus;virus;[];[]
penyakit akibat virus;virus jamur;[];[]
penyakit akibat virus;virus superfisial;[];[]
penyakit akibat virus;penyakit virus lainnya;[];[]
penyakit akibat virus;penyakit virus;[];[]
penyakit arteri koroner;penyakit arteri koroner stabil;[];[]
penyakit arteri koroner;penyakit arteri koroner;[];[]
penyakit arteri perifer;oklusi arteri kronik;[];[]
penyakit arteri perifer;penyakit arteri;[];[]
penyakit arteri perifer;oklusi arteri perifer kronis;[];[]
penyakit arteri perifer;penyakit arteri perifer;[];[]
penyakit arteri perifer;oklusi arteri khronik;['oklusi arterial khronik'];['oklusi arterial khronik']
penyakit behcet;penyakit behcet;[];[]
penyakit crohn;penyakit crohn;[];[]
penyakit crohn;crohn;[];[]
penyakit crohn;penyakit crohn ringan sedang;[];[]
penyakit gigi;penyakit gigi;[];[]
penyakit gigi;penyakit gigi gusi;[];[]
penyakit ginjal;penyakit ginjal stadium ginjal;[];[]
penyakit ginjal;penyakit ginjal hati;[];[]
penyakit ginjal;penyakit ginjal;[];[]
penyakit ginjal;penyakit ginjal kronik;[];[]
penyakit hati;penyakit hati akut kronis;[];[]
penyakit hati;penyakit hati;[];[]
penyakit hati;peny hati;[];[]
penyakit infeksi;eradikasi hpylori;[];[]
penyakit infeksi;infeksi penyakit eksaserbasi akut;[];[]
penyakit infeksi;penyakit infeksi;[];[]
penyakit infeksi;penyakit infeksi kulit;[];[]
penyakit infeksi;penyakit infeksi hpylori;[];[]
penyakit infeksi;hpylori;[];[]
penyakit infeksi;penyakit infeksi ringan;[];[]
penyakit jantung;penyakit jantung;[];[]
penyakit jantung;penyakit jantung hati;[];[]
penyakit jantung koroner;penyakit2 koroner khronik;[];[]
penyakit jantung koroner;penyakit jantung koroner;[];[]
penyakit jantung koroner;penyakit koroner kronik;[];[]
penyakit kulit;penyakit kulit lainnya;[];[]
penyakit kulit;penyakit dermatologik lain;[];[]
penyakit kulit;penyakit kkulit;[];[]
penyakit kulit;penyakit kulit jaringan lunak;[];[]
penyakit kulit;dermatologik;[];[]
penyakit kulit;penyakit kulit;[];[]
penyakit kulit;penyakit2 kulit;[];[]
penyakit kulit;penyakit infeksi kulit jaringan lunak;[];[]
penyakit kulit;penyakit kulit janggut jamur;[];[]
penyakit kulit;penyakit kulit lain;[];[]
penyakit kulit;penyakit kulit dengan peradangan;[];[]
penyakit liver;penyakit liver;[];[]
penyakit mata;penyakit mata;[];[]
penyakit meniere;sindroma meniere;[];[]
penyakit meniere;gangguan meniere;[];[]
penyakit meniere;penyakit meniere;[];[]
penyakit meniere;sindrom meniere s;[];[]
penyakit meniere;meniere;[];[]
penyakit meniere;penyakit meniere s;[];[]
penyakit meniere;sindrom meniere;[];[]
penyakit menular seksual;penyakit hubungan seksual;[];[]
penyakit menular seksual;penyakit menular seksual;[];[]
penyakit paget;penyakit paget;[];[]
penyakit paru obstruktif kronis;penyakit paru obstruktif kronis eksaserbasi akut;[];[]
penyakit paru obstruktif kronis;obstruksi saluran nafas;[];[]
penyakit paru obstruktif kronis;paru obstruktif kronik;[];[]
penyakit paru obstruktif kronis;penyakit paru obstruktif kronis;[];[]
penyakit paru obstruktif kronis;obstruksi kronik;[];[]
penyakit paru obstruktif kronis;penyakit2 obstruksi saluran nafas;[];[]
penyakit paru obstruktif kronis;penyakit paru obstruktif kronik;[];[]
penyakit paru obstruktif kronis;obstruksi saluran nafas kronik;[];[]
penyakit paru obstruktif kronis;penyakit2 paru;[];[]
penyakit paru obstruktif kronis;obstruksi saluran napa reversible asma;[];[]
penyakit paru obstruktif kronis;obstruksi jalan napa;[];[]
penyakit paru obstruktif kronis;penyakit paru;[];[]
penyakit paru obstruktif kronis;penyakit paru obstruktif kronik (ppok);[];[]
penyakit paru obstruktif kronis;obstruksi jalan napas;[];[]
penyakit paru obstruktif kronis;obstruksi saluran napa;[];[]
penyakit paru obstruktif kronis;penyakit paru obstruktif kronik ppok;[];[]
penyakit pes;penyakit pes;[];[]
penyakit saluran empedu;sakit kandung empedu;[];[]
penyakit saluran empedu;penyakit2 kandung empedu saluran empedu;[];[]
penyakit saluran pernapasan;penyakit saluran nafas;[];[]
penyakit saluran pernapasan;penyakit saluran nafas akut;[];[]
penyakit saluran pernapasan;pernapasan akut kronik;[];[]
penyakit saluran pernapasan;penyakit saluran napa;[];[]
penyakit saluran pernapasan;penyakitpenyakit saluran pernafasan akut kronis;[];[]
penyakit saluran pernapasan;penyakit saluran pernafasan kronis;[];[]
penyakit saluran pernapasan;penyakit saluran napas akut khronik;[];[]
penyakit saluran pernapasan;penyakit disebabkan oleh virus saluran nafas;[];[]
penyakit saluran pernapasan;penyakit saluran nafas kronik;[];[]
penyakit saluran pernapasan;penyakit saluran napa akut kronik;[];[]
penyakit saluran pernapasan;penyakit saluran napas atas lain;[];[]
penyakit saluran pernapasan;penyakit saluran nafas akut kronik;[];[]
penyakit saluran pernapasan;penyakit pernapasan akut kronik;[];[]
penyakit saluran pernapasan;penyakit saluran pernafasan;[];[]
penyakit saluran pernapasan;penyakit saluran pernafasan kronik;[];[]
penyakit saluran pernapasan;penyakit disebabkan oleh virus saluran napas;[];[]
penyakit saluran pernapasan;penyakit saluran pernafasan akut;[];[]
penyakit saluran pernapasan;penyakit saluran pernafasan akut kronik;[];[]
penyakit saraf;penyakit saraf;[];[]
penyakit saraf;penyakit saraf tertentu;[];[]
penyakit tulang;sakit tulang;[];[]
penyempitan saluran napas;penyakit penyumbatan saluran nafas;[];[]
penyempitan saluran napas;penyempitan pembuluh darah;[];[]
penyempitan saluran napas;penyempitan saluran napas;[];[]
penyempitan saluran napas;penyumbatan pembuluh;['penyumbatan pembuluh darah arteri', 'penyumbatan pembuluh arteri kronis'];['penyumbatan pembuluh darah arteri', 'penyumbatan pembuluh arteri kronis']
penyempitan saluran napas;sumbatan saluran napas;[];[]
penyempitan saluran napas;penyumbatan saluran nafas;[];[]
penyempitan saluran napas;penyempitan pembuluh vena;[];[]
penyempitan saluran napas;penyempitan;[];[]
penyempitan saluran napas;penyumbatan;[];[]
peradangan operasi gigi;peradangan operasi gigi;[];[]
perdarahan gastrointestinal;perdarahan gastrointestinal;[];[]
perdarahan gastrointestinal;profilaksis perdarahan gastrointestinal;[];[]
perdarahan saluran pencernaan;perdarahan saluran cerna atas;[];[]
perdarahan saluran pencernaan;perdarahan saluran pencernaan;[];[]
perdarahan subarachnoid;pendarahan subarakhnoid;[];[]
perdarahan subarachnoid;perdarahan subarachnoid;[];[]
periartritis;periartritis;[];[]
periartritis;periartritis bahu;[];[]
periartritis;periarthritis;[];[]
periartritis;periartritis pinggul;[];[]
perikarditis;perikarditis;[];[]
periodontitis;priodontitis;[];[]
periodontitis;periodontitis;[];[]
peritonitis;peritonitis radang selaput perut;[];[]
peritonitis;peritonitis;[];[]
peritonitis;radang selaput perut;[];[]
peritonitis;peritonitisradang selaput perut;[];[]
peritonitis;peritoditis;[];[]
perut kembung;rasa kembung;[];[]
perut kembung;kembung rasa tidak nyaman perut;[];[]
perut kembung;peredangan perut kembung;[];[]
perut kembung;flatulens kembung;[];[]
perut kembung;gejala masuk angin seperti perut kembung mual;[];[]
perut kembung;tidak nyaman perut;[];[]
perut kembung;flatulent kembung;[];[]
perut kembung;perut kembung;[];[]
perut kembung;kembung masuk angin;[];[]
perut kembung;kembung;[];[]
perut kembung;perut kembung masuk angin;[];[]
perut kembung;perih kembung;[];[]
perut kembung;rasa tidak nyaman perut gas berlebihan;['gas berlebihan'];['gas berlebihan']
pielitis;pielitis;[];[]
pilek;pilek anakanak;[];[]
pilek;pilek alergi;[];[]
pilek;pilek;[];[]
pilek;pilek rinorea;[];[]
pirosis;pirosis;[];[]
pitiriasis kapitis;pitiriasis kapitis;[];[]
plak mulut;akumulasi plak rongga mulut;[];[]
pleuritis;pleuritis;[];[]
plineuritis;plineuritis;[];[]
plineuritis;b12 plineuritis neuralgia;[];[]
pneumonia;pneumonia komunitas communityacquired pneumonia;[];[]
pneumonia;pneumonia atipik primer;[];[]
pneumonia;pneumonia didapat dari lingkungan;[];[]
pneumonia;pneumonia bakteri;[];[]
pneumonia;pneumonia yang didapat dari lingkungan;[];[]
pneumonia;pnemonitis anaerob;[];[]
pneumonia;s pneumoniae;[];[]
pneumonia;streptococcus pneumoniae;[];[]
pneumonia;pneumonia komuniti;[];[]
pneumonia;pneumonia dr lingkungan;[];[]
pneumonia;pneumonia faringitis;[];[]
pneumonia;acquired pneumonia;[];[]
pneumonia;pneumonia strep hemolitikus;[];[]
pneumonia;kuman h influenzae s pneumoniae;[];[]
pneumonia;pneumonia akibat streptococcus;[];[]
pneumonia;pneumonia nosokomial;[];[]
pneumonia;s.pneumoniae;[];[]
pneumonia;pneumonia akut;[];[]
pneumonia;pneumonia cystitis;[];[]
pneumonia;pneumonitis anaerob;[];[]
pneumonia;s  pneumoniae;[];[]
pneumonia;streptococus pneumonia;[];[]
pneumonia;pneumonia masyarakat;[];[]
pneumonia;pneumonia akibat lingkungan;[];[]
pneumonia;pneumonia saluran napa;[];[]
pneumonia;pneumonia lingkungan;[];[]
pneumonia;pneumonia komunitas;[];[]
pneumonia;pneumonia;[];[]
pneumonia;spneumoniae;[];[]
pneumonia aspirasi;pneumonia aspirasi;[];[]
poliartritis kronik;poliarthritis kronis;[];[]
poliartritis kronik;poliartritis kronik;[];[]
polineuritis;polyneuritis;[];[]
polineuritis;polineuritis;[];[]
polineuropati diabetik;polineuropati diabetik;[];[]
polineuropati diabetik;polineuropati diabetikum;[];[]
polip;polip;[];[]
polip hidung;polip hidung;[];[]
polip usus;polip usus besar;[];[]
polisitemia vera;polisitemia vera;[];[]
proktitis;proktitis;[];[]
prostatitis;prostatitis akut;[];[]
prostatitis;prostatitis bakteri kronis;[];[]
prostatitis;isk prostatitis;[];[]
prostatitis;prostatitis;[];[]
prostatitis;pielitis prostatitis akut kronis;[];[]
prostatitis;prostatitis bakterial kronik;[];[]
prurigo;prurigo;[];[]
prurigo;ekzema prurigo;[];[]
pruritus;pruritus di anus;[];[]
pruritus;pruritus gatalgatal anus vulvagenital external wanita;[];[]
pruritus;pruritis;[];[]
pruritus;pruritis anogenital;[];[]
pruritus;pruritus;[];[]
pruritus;pruritus anus;[];[]
pruritus;pruritus pada urtikaria khronik idiopathik;[];[]
pruritus;pruritus alergi;[];[]
pruritus;pruritis ani;[];[]
pruritus;alergi pruritis;[];[]
pruritus;pruritus urtikaria khronik idiopathik;[];[]
pruritus;pruritus atau gatalgatal pada anus dan vulvagenital external pada wanita;[];[]
pruritus;pruritus anogenital;[];[]
pruritus;pruritus anogential;[];[]
pruritus;urtikaria khronik idiopathik;[];[]
pseudohipoparatiroidisme;pseudohipoparatiroidisme;[];[]
psikosis;psikosis;[];[]
psitakosis;limfogranuloma psitakosis;[];[]
psitakosis;psittacosis;[];[]
psitakosis;limfogranuloma psittacosis;[];[]
psitakosis;pittacosis;[];[]
psitakosis;lympogranulloma psittacosis;[];[]
psitakosis;psitakosis;[];[]
psitakosis;psithachosis;[];[]
psitakosis;lymphomagranuloma pittacosis;[];[]
psoriasis;vulva psoriasis;[];[]
psoriasis;psoriasis;[];[]
psoriasis;psoriasis kecuali plak;[];[]
psoriasis;inflamasi psoriasis;[];[]
psoriasis;lesi psoriasis;[];[]
psoriasis;psoriasis ;[];[]
psoriasis;psoriasis diskoid;[];[]
punggung pegal dan kaku;punggung pegal;[];[]
purpura;purpura;[];[]
pusing;capek pusing;[];[]
pusing;pusingpusing;[];[]
pusing;pusing yang berhubungan dengan gangguan keseimbangan pada gangguan sirkulasi darah;[];[]
pusing;pusing vestibular;[];[]
pusing;pusing berhubungan dengan gangguan keseimbangan gangguan sirkulasi darah;[];[]
pusing;pusingmigren;[];[]
pusing;pusing;[];[]
pusing;kepala pusing;[];[]
rachitis;rachitis;[];[]
radang;radang;[];['peradangan akibat mikroorganisme peka']
radang;radang akut yang berat;[];[]
radang;radang akut;[];[]
radang;radang akut berat;[];[]
radang;peradangan lokal;[];[]
radang;peradangan;[];[]
radang;radang akibat amandel;[];[]
radang ginjal;pielonefritis radang ginjal serentak radang pasu ginjal;[];[]
radang ginjal;radang pasu ginjal;[];[]
radang ginjal;radang ginjal;[];[]
radang gusi;radang gusi;[];[]
radang hati;peradangan hati;[];[]
radang hidung;peradangan hidung;[];[]
radang hidung;peradangan akibat infeksi hidung;[];[]
radang hidung;peradangan mukosa hidung;[];[]
radang jaringan kuku;radang jaringan kuku;[];[]
radang kulit;radang kulit;[];[]
radang kulit;radang kkulit;[];[]
radang mata;peradangan mata;[];[]
radang mata;penyakit radang mata;[];[]
radang mata;gangguan radang mata;[];[]
radang mata;radang kornea mata;[];[]
radang mata;radang selaput bening mata;[];[]
radang mata;radang selaput ikat mata;[];[]
radang mata;radang saraf mata;[];[]
radang mata;radang kelopak mata;[];[]
radang mata;radang mata akibat reaksi alergi;[];[]
radang mata;radang kantung air mata;[];[]
radang mata;peradangan selaput mata;[];[]
radang mulut;peradangan radang mulut;[];[]
radang mulut;radang selaput lendir mulut;[];[]
radang mulut;peradangan rongga mulut tenggorokan;[];[]
radang mulut;radang mulut;[];[]
radang otot;radang otot;[];[]
radang panggul;penyakit radang panggul;[];[]
radang pankreas;radang pankreas;[];[]
radang prostat;radang prostat;[];[]
radang saluran pernapasan;radang ringan saluran nafas;[];[]
radang saluran pernapasan;peradangan saluran pernafasan bagian atas;[];[]
radang saluran pernapasan;radang saluran nafas;[];[]
radang saraf;radang saraf;[];[]
radang selaput lendir;radang selaput lendir;[];[]
radang sendi;radang sendi;[];[]
radang sendi;peradangan sendi;[];[]
radang sumsum tulang;radang sumsum tulang akut;[];[]
radang sumsum tulang;radang sumsum tulang;[];[]
radang telinga;radang telinga bagian tengah;[];[]
radang telinga;radang telinga akut kronis;[];[]
radang telinga;radang rongga gendang telinga;[];[]
radang telinga;peradangan akibat infeksi telinga;[];[]
radang telinga;radang telinga bagian luar  tengah;[];[]
radang telinga;radang telinga tengah;[];[]
radang telinga;inflamasi radang telinga;[];[]
radang telinga;radang telinga bagian luar tengah;[];[]
radang telinga;radang telinga bagian luar;[];[]
radang tenggorokan;radang tenggorokan;[];[]
radang tenggorokan;peradangan akibat infeksi tenggorokan;[];[]
radang usus;radang usus halus;[];[]
radang usus;radang pada usus;[];[]
radang usus;radang usus;[];[]
radang usus;radang usus peradangan usus;[];[]
rakitis;rakhitis;[];[]
rakitis;rakhitis akibat defisiensi vit  d;[];[]
rakitis;rickettsia;[];[]
rakitis;ricketsia;[];[]
rakitis;rakhitis akibat defisiensi vit d;[];[]
rakitis;penyakit rickets;[];[]
rakitis;rachitis rickets;[];[]
rakitis;rickets;[];[]
rakitis;riketsia;[];[]
rakitis;infeksi ricketsia;[];[]
rambut rontok;kerontokan rambut;[];[]
rambut rontok;rambut rontok;[];[]
reactive arthritis;reactive arthritis;[];[]
rematik;reumatik non artikular;[];[]
rematik;rematik non artikular;[];[]
rematik;reumatik non artikular sakit tulang;[];[]
rematik;penyakit renatik tulang;[];[]
rematik;rematik tulang;[];[]
rematik;non artikular reumatik;[];[]
rematik;penyakit reumatik;[];[]
rematik;reumatik tulang;[];[]
rematik;nonartikular reumatik;[];[]
rematik;reumatik non sendi;[];[]
rematik;rematik;[];[]
rematik;rematik nonartikular;[];[]
rematik;nyeri penyakit reumatik;[];[]
rematik;rheumatik;[];[]
rematik;reumatik jaringan lunak terlokalisir;[];[]
rematik;reumatik nonartikular;[];[]
rematik;reumatik sendi;[];[]
rematik;nyeri reumatik;[];[]
rematik;renatik tulang;[];[]
rematik;reumatik;[];[]
retensi urin pasca operasi;retensi urin pasca operasi;[];[]
rheumatoid arthritis;arthritis reumatoid ar;[];[]
