standardized_disease;fuzzy_tfidf_fuzzy_tfidf_fuzzy_fuzzy_tfidf_fuzzy_tfidf_fuzzy_tfidf;list_of_diseases;corrected_list_of_diseases;
mual muntah;mual muntah akibat kemoterapi radioterapi;[];[];
mual muntah;mual muntah pasca operasi;[];[];
mual muntah;mual muntah anak akibat kemoterapi radioterapi;[];[];
mual muntah;mual muntah;[];[];
mual muntah;mual muntah disebabkan radioterapi untuk kanker;[];[];
mual muntah;mual dan muntah;[];[];
mual muntah;mual dan muntah yang diinduksi obat kemoterapi sitotoksik;[];[];
mual muntah;mual muntah kemoterapi;[];[];
mual muntah;mual dan muntah karena kemoterapi;[];[];
mual muntah;mual muntah kemoterapi radioterapi;[];[];
mual muntah;mual dan muntah akut;[];[];
mual muntah;mual muntah paska operasi;[];[];
mual muntah;mual dan muntah akibat penggunaal levodopa dan bromokriptin;[];[];
mulut kering;mulut kering;[];[];
muntah;muntah kehamilan;[];[];
muntah;muntah  muntah;[];[];
muntah;muntah dalam perjalanan;[];[];
muntah;muntahmuntah karena levodopa;[];[];
muntah;muntah muntah;[];[];
muntah;muntah pasca operasi;[];[];
muntah;muntah dalam perjalanan yang diderita jika mempergunakan kendaraan bermotor kapal kereta api atau pesawat udara;[];[];
muntah;muntah saat perjalanan;[];[];
muntah;maul akut muntahmuntah;[];[];
muntah;muntahmuntah karena bromokriptin;[];[];
muntah;muntahmuntah bromokriptin;[];[];
muntah;muntah dalam perjalanan diderita jika mempergunakan kendaraan bermotor kapal kereta api pesawat udara;[];[];
muntah;muntah paska operasi;[];[];
muntah;muntah paska anestesi;[];[];
muntah;muntah pada kehamilan;[];[];
muntah;muntahmuntah;[];[];
muntah;muntah akut;[];[];
muntah;muntahmuntah levodopa;[];[];
muntah;muntah saat hamil;[];[];
muntah;muntah;[];[];
muntah;muntah ringan;[];[];
muntah;mual paska anestesi;[];[];
myasthenia gravis;myasthenia gravis;[];[];
myasthenia gravis;miastenia gravis;[];[];
myositis;myositis;[];[];
myositis;miositis;[];[];
nefropati;nefropati;[];[];
nefropati diabetik;nefropati diabetik;[];[];
neuralgia;neuralgia;[];[];
neuritis;neuritis neuralgia;[];[];
neuritis;neuritis reumatik;[];[];
neuritis;neuritis kehamilan;[];[];
neuritis;neuritis;[];[];
neuritis;neuritis perifer;[];[];
neuritis optik;neuritis optika;[];[];
neuritis optik;neuritis optik;[];[];
neurodermatitis;neurodermatitis lokalisata;[];[];
neurodermatitis;neurodermatitis;[];[];
neurodermatitis;neurodermatitis kontak;[];[];
neurodermatitis;neuro-dermatitis;[];[];
neuropati;neuropati;[];[];
neuropati;neuropati vagal diabetikum;[];[];
neuropati diabetik;neuropati diabetika;[];[];
neuropati diabetik;neuropati diabetik;[];[];
neuropati perifer;neuropati perifer;[];[];
nistagmus;nistagmus;[];[];
nyeri;rasa nyeri akut;[];[];
nyeri;rasa nyeri kronik;[];[];
nyeri;rasa nyeri;[];[];
nyeri;nyeri akut derajat berat;[];[];
nyeri;meredakan rasa nyeri;[];[];
nyeri;sakit nyeri ringan;[];[];
nyeri;nyeri akut;[];[];
nyeri;nyeri ringan;[];[];
nyeri;nyeri akibat memar;[];[];
nyeri;nyeri sedang berat;[];[];
nyeri;nyeri lain;[];[];
nyeri;nyeri;[];[];
nyeri;nyeri sakit;[];[];
nyeri;nyeri kronis akut;[];[];
nyeri;sakitnyeri;[];[];
nyeri;nyeri berat;[];[];
nyeri bahu;rasa sakit otot bahu;[];[];
nyeri bahu;nyeri bahu;[];[];
nyeri bahu;nyeri otot bahu;[];[];
nyeri bahu;nyeri otot leher bahu punggung;[];[];
nyeri cedera;nyeri akibat terkilir terpukul;[];[];
nyeri cedera;nyeri terkilir;[];[];
nyeri cedera;nyeri cedera;[];[];
nyeri gigi;meredakan nyeri gigi ringan;[];[];
nyeri gigi;nyeri gigi sedang;[];[];
nyeri gigi;nyeri gigi;['nyeri akut berhubungan dengan bedah gigi', 'nyeri akut terkait dengan operasi gigi'];[];
nyeri gigi;nyeri gigi ringan hingga sedang;[];[];
nyeri gigi;nyeri gigi ringan;[];[];
nyeri inflamasi;nyeri inflamasi;[];[];
nyeri kaki;nyeri kaki;['ulkus kaki kronis'];[];
nyeri kepala;nyeri kepala;[];[];
nyeri lambung;nyeri paroksismal lambung usus halus;[];[];
nyeri lambung;nyeri paroxismal usus halus;[];[];
nyeri lambung;nyeri paroxismal lambung usus halus;[];[];
nyeri lambung;nyeri paroxismal lambung;[];[];
nyeri lambung;nyeri lambung;['nyeri lambung ulu hati'];['nyeri lambung ulu hati'];
nyeri lambung;nyeri paroksismal penyakit lambung usus halus;[];[];
nyeri lambung;nyeri paroksismal;[];[];
nyeri leher;sakit otot leher pundak;[];[];
nyeri leher;rasa sakit leher;[];[];
nyeri leher;sakit otot leher;[];[];
nyeri leher;nyeri leher;[];[];
nyeri leher;nyeri otot leher;[];[];
nyeri lutut;nyeri lutut;[];[];
nyeri muskuloskeletal;nyeri muskuloskeletal kronik;[];[];
nyeri muskuloskeletal;nyeri muskuloskeletal kronis;[];[];
nyeri muskuloskeletal;nyeri muskuloskeletal lain;[];[];
nyeri muskuloskeletal;nyeri musculoskeletal akut;[];[];
nyeri muskuloskeletal;nyeri muskuloskeletal akut;[];[];
nyeri muskuloskeletal;nyeri muskuloskeletal;['spasmekram muskuloskeletal'];[];
nyeri otot;nyeri otot;['kelumpuhan otot otot wajah'];[];
nyeri otot;nyeri ringan sedang otot;[];[];
nyeri otot;nyeri otot olahraga;[];[];
nyeri otot;rasa sakit otot olahraga;[];[];
nyeri pasca bedah;nyeri paska bedah;[];['nyeri akut berhubungan dengan bedah gigi'];
nyeri pasca bedah;nyeri pascabedah;[];[];
nyeri pasca bedah;nyeri paskabedah;[];[];
nyeri pasca bedah;nyeri lokal paska bedah mulut;[];[];
nyeri pasca operasi;nyeri operasi;[];['nyeri akut terkait dengan operasi gigi'];
nyeri pasca operasi;setelah operasi;[];['nyeri persalinan'];
nyeri pasca operasi;nyeri pasca operasi pasca bedah gigi tulang;[];[];
nyeri pasca operasi;nyeri muncul setelah operasi;[];[];
nyeri pasca operasi;nyeri pasca operasi derajat;[];[];
nyeri pasca operasi;nyeri cabut gigi;[];[];
nyeri pasca operasi;nyeri pasca operasi cabut gigi;[];[];
nyeri pasca operasi;nyeri perut sehabis operasi;[];[];
nyeri pasca operasi;nyeri setelah traumapasca operasi;[];[];
nyeri pasca operasi;nyeri akut pembedahan gigi;[];[];
nyeri pasca operasi;nyeri pasca operasi;[];[];
nyeri pasca operasi;meredakan nyeri pasca operasi;[];[];
nyeri pasca operasi;nyeri sehabis melahirkan;[];[];
nyeri pasca operasi;nyeri inflamasi pasca op;[];[];
nyeri pasca operasi;nyeri pasca bedah;[];[];
nyeri pasca operasi;nyeri pasca op;[];[];
nyeri pasca operasi;nyeri sehabis operasi;[];[];
nyeri pasca operasi;nyeri sesudah pembedahan;[];[];
nyeri pasca operasi;pencabutan gigi nyeri operasi;[];[];
nyeri pasca operasi;nyeri yang muncul setelah operasi;[];[];
nyeri pasca operasi;nyeri sesudah operasi;[];[];
nyeri pasca operasi;sakit setelah operasi;[];[];
nyeri pasca operasi;nyeri paska operasi;[];[];
nyeri pasca partum;pasca partum;[];[];
nyeri pasca partum;nyeri pasca partum;[];[];
nyeri pasca trauma;nyeri inflamasi pasca trauma;[];[];
nyeri pasca trauma;nyeri traumatik;['ulserasi traumatik'];[];
nyeri pasca trauma;nyeri pasca trauma;[];[];
nyeri pasca trauma;nyeri akibat trauma;[];[];
nyeri pasca trauma;nyeri trauma;['trauma otot muskuloskeletal'];[];
nyeri pasca trauma;nyeri trauma operasi;[];[];
nyeri pasca trauma;nyeri setelah traumatik;[];[];
nyeri pasca trauma;nyeri inflamasi pasca trauma terkilir;[];[];
nyeri pasca vaksinasi;nyeri pasca vaksinasi;[];[];
nyeri perut;nyeri perut;[];[];
nyeri pinggang;nyeri otot pinggang;[];[];
nyeri pinggang;nyeri pinggang;[];[];
nyeri pundak;nyeri pundak;['pundak'];[];
nyeri punggung;nyeri punggung;[];[];
nyeri punggung;nyeri kolumna vertebra;['penyakit degeneratif kolumna vertebra'];[];
nyeri punggung;sakit nyeri punggung;[];[];
nyeri punggung;nyeri tulang punggung;[];[];
nyeri punggung;nyeri otot punggung;[];[];
nyeri punggung;nyeri pada punggung;[];[];
nyeri punggung;nyeri dipunggung;[];[];
nyeri punggung;nyeri kolumna vertebra tulang punggung;[];[];
nyeri saraf;nyeri saraf;['kelumpuhan saraf'];[];
nyeri saraf;neuralgia nyeri saraf migren;[];[];
nyeri saraf;neuralgia nyeri saraf;[];[];
nyeri sendi;nyeri pegalpegal otot sendi;[];[];
nyeri sendi;nyeri sendi;[];[];
nyeri sendi;pegal nyeri sendi;[];[];
nyeri sendi;nyeri otot sendi;[];[];
nyeri sendi;nyeri sendi akibat reumatik;[];[];
nyeri sendi;nyeri persendian;[];[];
nyeri sendi;pegal linu nyeri sendi;[];[];
nyeri spastik;nyeri paroxismal lambung usus halus nyeri spastik saluran empedu saluran kemih organ genital wanita;[];[];
nyeri spastik;spastik organ genital wanita;[];[];
nyeri spastik;nyeri spastik sistem genital wanita;[];[];
nyeri spastik;nyeri spastik saluran kemih;[];[];
nyeri spastik;nyeri spastik;[];[];
nyeri spastik;nyeri spastik organ genital wanita;[];[];
nyeri spastik;nyeri spastik saluran empedu;[];[];
nyeri telinga;nyeri telinga;[];[];
nyeri tenggorokan;nyeri tenggorokan;[];[];
nyeri tulang;nyeri tulang;['sindrom nyeri tulang vertebral'];['sindrom nyeri tulang vertebral'];
oligomenorea;oligomenorea;[];[];
oligomenorea;oligomenore;[];[];
oligospermia;oligospermia;[];[];
oligospermia;oligospermia pria;[];[];
onkomikosis;onkomikosis;[];[];
onkomikosis;onikomikosis;[];[];
orchitis;orchitis;[];[];
osteoarthritis;sindroma nyeri kolumna vertebralis;[];[];
osteoarthritis;oa;[];[];
osteoarthritis;oa panggul;[];[];
osteoarthritis;osteoartritis;[];[];
osteoarthritis;gejala osteoartritis;[];[];
osteoarthritis;osteoartritis kolumna vertebralis;[];[];
osteoarthritis;osteoartritis spondilartritis;[];[];
osteoarthritis;osteoartrosis;[];[];
osteoarthritis;osteaoarthritis;[];[];
osteoarthritis;ostearthiritis;[];[];
osteoarthritis;eksaserbasi akut oa;[];[];
osteoarthritis;osteoarthritis (oa);[];[];
osteoarthritis;osteoarthritis;[];[];
osteoarthritis;nyeri osteoarthritis;[];[];
osteoarthritis;osteoartritis oa;[];[];
osteoarthritis;osteoartritis akut;[];[];
osteoarthritis;artritis tulang punggung;[];[];
osteoarthritis;osteo arthritis;[];[];
osteoarthritis;osteoartritis spondilosa;[];[];
osteoarthritis;eksacerbasi akut osteoarthritis;[];[];
osteoarthritis;osteoartritis eksaserbasi akut;[];[];
osteoarthritis;osteoatritis panggul;[];[];
osteoarthritis;osteoartritis jangka pendek;[];[];
osteoarthritis;osteoartritis spondilosa artritis;[];[];
osteoarthritis;osteoarthritis oa;[];[];
osteoarthritis;oa eksaserbasi akut;[];[];
osteoarthritis;herniated osteoarthritis;[];[];
osteodistrofi ginjal;osteodistrofi;[];[];
osteodistrofi ginjal;osteodistrofi ginjal;[];[];
osteodistrofi ginjal;osteodistrofi ginjal pasien dialisis;[];[];
osteogenesis imperfecta;osteogenesis imperfecta;[];[];
osteogenesis imperfecta;osteogenesis imperfekta;[];[];
osteomielitis;infeksi osteomielitis;[];[];
osteomielitis;osteomielitis radang sumsum tulang;[];[];
osteomielitis;osteomielitis akut;[];[];
osteomielitis;osteomielitisradang sumsum tulang;[];[];
osteomielitis;intra abdominal osteomielitis;[];[];
osteomielitis;infeksi osteomielitis radang sumsum tulang;[];[];
osteomielitis;osteomielitis;[];[];
osteomielitis;osteomielitis radang sumsum tulang akut;[];[];
osteopetrosis;osteopetrosis;[];[];
osteoporosis;osteoporosis paska menopause;[];[];
osteoporosis;osteoporosis primer;[];[];
osteoporosis;osteporosis;[];[];
osteoporosis;osteoporosis sekunder;[];[];
osteoporosis;ostoroposis tulang;[];[];
osteoporosis;ostoroposis;[];[];
osteoporosis;osteoporosis;[];[];
otitis eksterna;otitis externa;[];[];
otitis eksterna;otitis eksterna kronis;[];[];
otitis eksterna;otitis eksterna;[];[];
otitis eksterna;otitis externa atau peradangan pada telinga bagian luar;[];[];
otitis eksterna;otitis externa khronik;[];[];
otitis eksterna;otitis externa akut khronik;[];[];
otitis eksterna;otitis eksterna kronik;[];[];
otitis eksterna;otitis externa akut;[];[];
otitis eksterna;otitis eksterna akut;[];[];
otitis eksterna;otitis externa peradangan telinga bagian luar;[];[];
otitis media;otitis media radang rongga gendang telinga;[];[];
otitis media;otitis medium sal nafas;[];[];
otitis media;otitis;[];[];
otitis media;otitis medium akuta;[];[];
otitis media;otitis medium;[];[];
otitis media;otitis media akut;[];[];
otitis media;otitis media radang telinga tengah akut;[];[];
otitis media;otitis media supuratif kronik;[];[];
otitis media;infeksi tht otitis medium akut sinusitis akut;[];[];
otitis media;otitis media kronis;[];[];
otitis media;otitis medium akut;[];[];
otitis media;otitis media;[];[];
otitis media;otitis media supuratif;[];[];
otitis media;otitis medium radang rongga gendang telinga;[];[];
otitis media;infeksi gl otitis medium bekterial;[];[];
otitis media;medium;[];[];
otomikosis;otomikosis;[];[];
panas;panas disertai tenggorokan kering;[];[];
panas;panas;['panas ulu hati', 'penurun panas', 'tersiram air panas', 'rasa panas uluhati'];['penurun panas'];
panas;suhu panas;['suhu tubuh'];[];
panas dalam;panas dalam disertai tenggorokan kering;[];[];
panas dalam;panas dalam;[];[];
pankreatitis akut;pankreatitis;[];[];
pankreatitis akut;pankreatitis akut;[];[];
panu;tinea versicolor panu;[];[];
panu;tinea pityriasis versicolor;[];[];
panu;tinea versikolor;['pitiriasis versikolor'];['pitiriasis versikolor'];
panu;pityriasis;[];[];
panu;panu;[];[];
panu;tinea versicolor;[];[];
panu;pityriasis versikolor;[];[];
panu;pityriasis versicolor;[];[];
papula;papul;[];[];
papula;peradangan berupa papula;[];[];
papula;papula;[];[];
paratifus;go infeksi gl tifoid paratifoid;[];[];
paratifus;tifoid;[];[];
paratifus;tifus epidemi;[];[];
paratifus;tifus paratifus;[];[];
paratifus;tifus dan paratifus;[];[];
paratifus;demam tifoid paratifoid;[];[];
paratifus;demam tifus paratifus;[];[];
paratifus;paratifus;[];[];
paratifus;demam paratifus;[];[];
paratifus;tifus  paratifus;[];[];
paratifus;tifoid paratifoid;[];[];
parestesia;parestesis;[];[];
parestesia;parestesia;[];[];
paronikia;paronikia;[];[];
paronikia;paronikhia;[];[];
parotitis;parotitis;[];[];
pegal linu;pegalpegal;[];[];
pegal linu;peger linu;[];[];
pegal linu;pegel;[];[];
pegal linu;pegal pegal;[];[];
pegal linu;pegal;[];[];
pegal linu;linu;[];[];
pegal linu;pegapegal;[];[];
pegal linu;linu linu;[];[];
pegal linu;pegel linu;[];[];
pegal linu;pegal linu;[];[];
pegal linu;pegalpegal linu;[];[];
pegal linu;pegal otot sendi;[];[];
pegal linu;pega pegal;[];[];
pembengkakan;pembengkakan;[];[];
pembengkakan;pembengkakan rambut;[];[];
pembengkakan otak;pembengkakan otak;[];[];
pembengkakan pasca bedah;pembengkakan pasca bedah;[];[];
pembengkakan pasca trauma;pembengkakan pasca trauma;[];[];
pembengkakan prostat;pembengkakan prostat;[];[];
pendaharan;perdarahan;[];[];
pendaharan hidung;perdarahan hidung;[];[];
pendaharan hidung;perdarahan hidung ringan;[];[];
pendaharan uterus;pendaharan uterus;[];[];
pendaharan uterus;pendarahan uterus disfungsional;['uterus disfungsional'];[];
pendaharan uterus;perdarahan uterus fungsional;[];[];
pendaharan uterus;perdarahan uterus;[];[];
pening;pening;[];[];
penuh lambung;perasaan penuh lambung;[];[];
penuh lambung;penuh lambung;['penuh lambung tidak diatasi antasid'];['penuh lambung tidak diatasi antasid'];
penuh lambung;rasa penuh lambung;['rasa penuh epigastrik abdomen'];['rasa penuh epigastrik abdomen'];
penyakit akibat virus;virus;[];[];
penyakit akibat virus;penyakit virus;[];[];
penyakit akibat virus;penyakit virus lainnya;['rasa lelahlesu akibat selesma penyakit virus lainnya'];[];
penyakit akibat virus;virus superfisial;['trombosis superfisial', 'flebitis superfisial'];[];
penyakit akibat virus;virus jamur;[];[];
penyakit arteri koroner;penyakit arteri koroner;[];[];
penyakit arteri koroner;penyakit arteri koroner stabil;[];[];
penyakit arteri perifer;penyakit arteri perifer;[];[];
penyakit arteri perifer;oklusi arteri khronik;[];[];
penyakit arteri perifer;oklusi arterial khronik;[];[];
penyakit arteri perifer;oklusi arteri kronik;[];[];
penyakit arteri perifer;penyakit arteri;[];[];
penyakit arteri perifer;oklusi arteri perifer kronis;[];[];
penyakit behcet;penyakit behcet;[];[];
penyakit crohn;penyakit crohn ringan sedang;[];[];
penyakit crohn;penyakit crohn;[];[];
penyakit crohn;crohn;[];[];
penyakit gigi;penyakit gigi gusi;[];[];
penyakit gigi;penyakit gigi;[];[];
penyakit ginjal;penyakit ginjal hati;[];[];
penyakit ginjal;penyakit ginjal stadium ginjal;[];[];
penyakit ginjal;penyakit ginjal;[];[];
penyakit ginjal;penyakit ginjal kronik;[];[];
penyakit hati;peny hati;[];[];
penyakit hati;penyakit hati;[];[];
penyakit hati;penyakit hati akut kronis;[];[];
penyakit infeksi;penyakit infeksi kulit;[];[];
penyakit infeksi;eradikasi hpylori;[];[];
penyakit infeksi;penyakit infeksi ringan;[];[];
penyakit infeksi;infeksi penyakit eksaserbasi akut;[];[];
penyakit infeksi;hpylori;[];[];
penyakit infeksi;penyakit infeksi hpylori;[];[];
penyakit infeksi;penyakit infeksi;[];[];
penyakit jantung;penyakit jantung;[];[];
penyakit jantung;penyakit jantung hati;[];[];
penyakit jantung koroner;penyakit jantung koroner;[];[];
penyakit jantung koroner;penyakit2 koroner khronik;[];[];
penyakit jantung koroner;penyakit koroner kronik;[];[];
penyakit kulit;penyakit kulit dengan peradangan;['penyakit kulit dengan peradangan sensitifresponsif terhadap kortikosteroid mengalami infeksi sekunder'];['penyakit kulit dengan peradangan sensitifresponsif terhadap kortikosteroid mengalami infeksi sekunder','penyakit kulit responsif kortikosteroid'];
penyakit kulit;penyakit kulit janggut jamur;[];[];
penyakit kulit;penyakit kulit;[];[];
penyakit kulit;penyakit kulit lain;[];[];
penyakit kulit;penyakit infeksi kulit jaringan lunak;[];[];
penyakit kulit;penyakit kulit lainnya;[];[];
penyakit kulit;penyakit kulit jaringan lunak;[];[];
penyakit kulit;dermatologik;[];[];
penyakit kulit;penyakit kkulit;[];[];
penyakit kulit;penyakit2 kulit;[];[];
penyakit kulit;penyakit dermatologik lain;[];[];
penyakit liver;penyakit liver;[];[];
penyakit mata;penyakit mata;[];[];
penyakit meniere;sindrom meniere s;[];[];
penyakit meniere;meniere;[];[];
penyakit meniere;sindrom meniere;['vertigo tinitus ketulian berhubungan sindrom meniere', 'hilangnya pendengaran berhubungan sindrom meniere'];['vertigo tinitus ketulian berhubungan sindrom meniere', 'hilangnya pendengaran berhubungan sindrom meniere'];
penyakit meniere;gangguan meniere;[];[];
penyakit meniere;sindroma meniere;[];[];
penyakit meniere;penyakit meniere s;[];[];
penyakit meniere;penyakit meniere;[];[];
penyakit menular seksual;penyakit hubungan seksual;[];[];
penyakit menular seksual;penyakit menular seksual;[];[];
penyakit paget;penyakit paget;[];[];
penyakit paru obstruktif kronis;penyakit paru obstruktif kronik ppok;[];[];
penyakit paru obstruktif kronis;penyakit paru obstruktif kronis eksaserbasi akut;[];[];
penyakit paru obstruktif kronis;obstruksi jalan napas;[];[];
penyakit paru obstruktif kronis;penyakit2 obstruksi saluran nafas;[];[];
penyakit paru obstruktif kronis;obstruksi saluran nafas;[];[];
penyakit paru obstruktif kronis;obstruksi saluran napa;[];[];
penyakit paru obstruktif kronis;penyakit paru obstruktif kronik (ppok);[];[];
penyakit paru obstruktif kronis;penyakit2 paru;[];[];
penyakit paru obstruktif kronis;penyakit paru;['penyakit paru komplikasi konstriksi bronkus'];['penyakit paru komplikasi konstriksi bronkus'];
penyakit paru obstruktif kronis;penyakit paru obstruktif kronis;[];[];
penyakit paru obstruktif kronis;obstruksi jalan napa;[];[];
penyakit paru obstruktif kronis;penyakit paru obstruktif kronik;[];[];
penyakit paru obstruktif kronis;paru obstruktif kronik;[];[];
penyakit paru obstruktif kronis;obstruksi saluran napa reversible asma;[];[];
penyakit paru obstruktif kronis;obstruksi kronik;[];[];
penyakit paru obstruktif kronis;obstruksi saluran nafas kronik;[];[];
penyakit pes;penyakit pes;[];[];
penyakit saluran empedu;sakit kandung empedu;[];[];
penyakit saluran empedu;penyakit2 kandung empedu saluran empedu;[];[];
penyakit saluran pernapasan;penyakit saluran nafas;[];[];
penyakit saluran pernapasan;penyakit saluran napas atas lain;[];[];
penyakit saluran pernapasan;penyakit saluran pernafasan;[];[];
penyakit saluran pernapasan;penyakit saluran nafas akut;[];[];
penyakit saluran pernapasan;penyakit pernapasan akut kronik;['penyakit bronkopulmoner akut kronik'];['penyakit bronkopulmoner akut kronik'];
penyakit saluran pernapasan;penyakit saluran pernafasan akut;[];[];
penyakit saluran pernapasan;penyakit saluran pernafasan kronis;[];[];
penyakit saluran pernapasan;penyakit saluran nafas akut kronik;[];[];
penyakit saluran pernapasan;penyakit saluran napas akut khronik;[];[];
penyakit saluran pernapasan;penyakit saluran pernafasan kronik;[];[];
penyakit saluran pernapasan;penyakit saluran napa akut kronik;[];[];
penyakit saluran pernapasan;penyakitpenyakit saluran pernafasan akut kronis;[];[];
penyakit saluran pernapasan;pernapasan akut kronik;[];[];
penyakit saluran pernapasan;penyakit disebabkan oleh virus saluran nafas;[];[];
penyakit saluran pernapasan;penyakit saluran nafas kronik;[];[];
penyakit saluran pernapasan;penyakit saluran napa;[];[];
penyakit saluran pernapasan;penyakit disebabkan oleh virus saluran napas;[];[];
penyakit saluran pernapasan;penyakit saluran pernafasan akut kronik;[];[];
penyakit saraf;penyakit saraf;['beberapa penyakit sistem saraf'];['beberapa penyakit sistem saraf'];
penyakit saraf;penyakit saraf tertentu;[];[];
penyakit tulang;sakit tulang;[];[];
penyempitan saluran napas;penyempitan saluran napas;[];[];
peradangan operasi gigi;peradangan operasi gigi;[];[];
perdarahan gastrointestinal;profilaksis perdarahan gastrointestinal;[];[];
perdarahan gastrointestinal;perdarahan gastrointestinal;[];[];
perdarahan saluran pencernaan;perdarahan saluran pencernaan;[];[];
perdarahan saluran pencernaan;perdarahan saluran cerna atas;[];[];
perdarahan subarachnoid;perdarahan subarachnoid;[];[];
perdarahan subarachnoid;pendarahan subarakhnoid;[];[];
periartritis;periartritis pinggul;[];[];
periartritis;periartritis;[];[];
periartritis;periarthritis;[];[];
periartritis;periartritis bahu;[];[];
perikarditis;perikarditis;[];[];
periodontitis;priodontitis;[];[];
periodontitis;periodontitis;[];[];
peritonitis;peritonitis;[];[];
peritonitis;radang selaput perut;[];[];
peritonitis;peritonitis radang selaput perut;[];[];
peritonitis;peritonitisradang selaput perut;[];[];
peritonitis;peritoditis;[];[];
perut kembung;kembung rasa tidak nyaman perut;[];[];
perut kembung;perih kembung;['perih perut'];[];
perut kembung;kembung masuk angin;[];[];
perut kembung;perut kembung masuk angin;[];[];
perut kembung;tidak nyaman perut;[];[];
perut kembung;rasa tidak nyaman perut gas berlebihan;[];[];
perut kembung;gejala masuk angin seperti perut kembung mual;[];[];
perut kembung;rasa kembung;[];[];
perut kembung;kembung;[];[];
perut kembung;perut kembung;[];[];
perut kembung;flatulent kembung;[];[];
perut kembung;flatulens kembung;[];[];
perut kembung;peredangan perut kembung;[];[];
perut kembung;gas berlebihan;[];[];
pielitis;pielitis;[];[];
pilek;pilek;[];[];
pilek;pilek anakanak;[];[];
pilek;pilek alergi;[];[];
pilek;pilek rinorea;[];[];
pirosis;pirosis;[];[];
pitiriasis kapitis;pitiriasis kapitis;[];[];
plak mulut;akumulasi plak rongga mulut;[];[];
pleuritis;pleuritis;[];[];
plineuritis;b12 plineuritis neuralgia;[];[];
plineuritis;plineuritis;[];[];
pneumonia;s pneumoniae;[];[];
pneumonia;pneumonia yang didapat dari lingkungan;[];[];
pneumonia;pneumonia cystitis;[];[];
pneumonia;pneumonia dr lingkungan;[];[];
pneumonia;pneumonia masyarakat;[];[];
pneumonia;pneumonia strep hemolitikus;[];[];
pneumonia;pneumonia saluran napa;[];[];
pneumonia;pneumonia bakteri;[];[];
pneumonia;pneumonia atipik primer;[];[];
pneumonia;kuman h influenzae s pneumoniae;['kuman'];[];
pneumonia;pneumonia akibat streptococcus;[];[];
pneumonia;pnemonitis anaerob;[];[];
pneumonia;pneumonia didapat dari lingkungan;[];[];
pneumonia;s.pneumoniae;[];[];
pneumonia;spneumoniae;[];[];
pneumonia;pneumonia komunitas communityacquired pneumonia;[];[];
pneumonia;pneumonia komunitas;[];[];
pneumonia;s  pneumoniae;[];[];
pneumonia;pneumonia faringitis;[];[];
pneumonia;pneumonitis anaerob;[];[];
pneumonia;pneumonia akibat lingkungan;[];[];
pneumonia;pneumonia lingkungan;[];[];
pneumonia;streptococus pneumonia;[];[];
pneumonia;pneumonia nosokomial;[];[];
pneumonia;pneumonia komuniti;[];[];
pneumonia;pneumonia akut;[];[];
pneumonia;streptococcus pneumoniae;[];[];
pneumonia;pneumonia;[];[];
pneumonia;acquired pneumonia;[];[];
pneumonia aspirasi;pneumonia aspirasi;[];[];
poliartritis kronik;poliarthritis kronis;[];[];
poliartritis kronik;poliartritis kronik;[];[];
polineuritis;polyneuritis;[];[];
polineuritis;polineuritis;[];[];
polineuropati diabetik;polineuropati diabetik;[];[];
polineuropati diabetik;polineuropati diabetikum;[];[];
polip;polip;[];[];
polip hidung;polip hidung;[];[];
polip usus;polip usus besar;[];[];
polisitemia vera;polisitemia vera;[];[];
proktitis;proktitis;[];[];
prostatitis;prostatitis;[];[];
prostatitis;prostatites akut;['prostatites kronis'];['prostatites kronis'];
prostatitis;pielitis prostatitis akut kronis;[];[];
prostatitis;prostatitis akut;[];[];
prostatitis;prostatitis bakteri kronis;[];[];
prostatitis;prostatitis bakterial kronik;[];[];
prostatitis;isk prostatitis;[];[];
prurigo;prurigo;[];[];
prurigo;ekzema prurigo;[];[];
pruritus;pruritus alergi;[];[];
pruritus;pruritus gatalgatal anus vulvagenital external wanita;[];[];
pruritus;pruritus pada urtikaria khronik idiopathik;[];[];
pruritus;pruritus di anus;[];[];
pruritus;pruritus anogential;[];[];
pruritus;pruritus anogenital;[];[];
pruritus;alergi pruritis;[];[];
pruritus;pruritus;[];[];
pruritus;pruritis anogenital;[];[];
pruritus;pruritis;[];[];
pruritus;pruritus urtikaria khronik idiopathik;[];[];
pruritus;pruritis ani;[];[];
pruritus;pruritus atau gatalgatal pada anus dan vulvagenital external pada wanita;[];[];
pruritus;pruritus anus;[];[];
pruritus;urtikaria khronik idiopathik;[];[];
pseudohipoparatiroidisme;pseudohipoparatiroidisme;[];[];
psikosis;psikosis;[];[];
psitakosis;limfogranuloma psittacosis;[];[];
psitakosis;lymphomagranuloma pittacosis;[];[];
psitakosis;psithachosis;[];[];
psitakosis;psittacosis;[];[];
psitakosis;psitakosis;[];[];
psitakosis;lympogranulloma psittacosis;[];[];
psitakosis;pittacosis;[];[];
psitakosis;limfogranuloma psitakosis;[];[];
psoriasis;vulva psoriasis;[];[];
psoriasis;inflamasi psoriasis;[];[];
psoriasis;psoriasis;[];[];
psoriasis;psoriasis ;[];[];
psoriasis;psoriasis diskoid;[];[];
psoriasis;psoriasis kecuali plak;[];[];
psoriasis;lesi psoriasis;[];[];
punggung pegal dan kaku;punggung pegal;[];[];
purpura;purpura;[];[];
pusing;pusing;[];[];
pusing;pusing vestibular;[];[];
